"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-59"
"647.0","813.0","maggie","nexus-59"
"604.0","604.0","maggie","nexus-59"
"634.0","306.0","maggie","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"330.5","692.8572","0.23040001","0.41935483","0"
"402.18854","724.9233","0.45600003","0.41935483","85"
"459.8829","748.7272","0.42240003","0.41935483","102"
"514.3072","772.0943","0.37440002","0.41935483","119"
"566.4757","791.21643","0.3072","0.41935483","136"
"616.6843","802.7583","0.22080001","0.41935483","157"
"626.41455","804.0928","0.21120001","0.41935483","174"
"643.83575","803.3484","0.192","0.38709676","191"
"650.4214","799.73254","0.23040001","0.38709676","207"
"651.9286","794.2975","0.22080001","0.38709676","224"
"649.63544","781.09375","0.23040001","0.38709676","241"
"636.28546","744.8852","0.28320003","0.38709676","258"
"616.3583","703.30884","0.30240002","0.38709676","275"
"607.28577","688.5715","0.30240002","0.38709676","287"
"598.88574","674.1577","0.3264","0.38709676","309"
"589.02185","651.2048","0.36960003","0.38709676","326"
"585.2359","637.9251","0.3648","0.38709676","343"
"584.45703","621.8112","0.3648","0.38709676","360"
"588.5247","594.35944","0.36960003","0.38709676","376"
"602.012","545.99194","0.3792","0.38709676","393"
"611.3036","506.0","0.40320003","0.38709676","406"
"622.11804","464.9699","0.4128","0.38709676","427"
"639.875","404.4286","0.33600003","0.38709676","442"
