"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","lou","nexus-79"
"274.0","724.0","lou","nexus-79"
"356.0","105.0","lou","nexus-79"
"454.0","391.0","lou","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"297.4643","577.4286","0.26880002","0.41935483","0"
"289.25418","591.64514","0.5712","0.41935483","69"
"285.52103","602.9865","0.58080006","0.41935483","86"
"279.9256","621.93994","0.5856","0.41935483","103"
"272.61832","641.60565","0.6","0.41935483","120"
"266.98236","658.31946","0.6096","0.48387095","136"
"263.17496","671.7315","0.6096","0.54838705","153"
"261.3036","680.71423","0.624","0.61290324","168"
"259.96503","684.5693","0.63360006","0.6451613","187"
"259.0714","689.2833","0.64320004","0.6451613","203"
"259.0714","691.0","0.65760005","0.6774193","217"
"261.26697","689.32086","0.67200005","0.61290324","237"
"263.46973","684.7615","0.67200005","0.61290324","253"
"269.52426","670.2616","0.71040004","0.61290324","270"
"276.69687","642.75226","0.71040004","0.61290324","287"
"282.4839","623.04846","0.7152","0.61290324","304"
"291.0819","581.0005","0.72480005","0.61290324","320"
"300.13312","529.70135","0.74880004","0.6774193","337"
"308.7657","479.76105","0.744","0.6451613","354"
"315.73575","436.22607","0.744","0.6451613","371"
"321.31775","399.0114","0.7728","0.61290324","387"
"325.88663","369.28754","0.79200006","0.61290324","404"
"333.1786","330.57147","0.80640006","0.61290324","420"
"333.90036","320.54193","0.8112","0.61290324","437"
"338.65897","286.84656","0.79200006","0.61290324","454"
"342.42322","258.66226","0.79200006","0.6451613","471"
"345.099","236.77441","0.78720003","0.6451613","488"
"347.57147","219.17679","0.7728","0.6451613","504"
"349.63193","203.71906","0.78720003","0.7096774","521"
"350.14285","191.48773","0.7968","0.7419355","538"
"351.48212","182.2857","0.7824","0.7419355","550"
"353.33163","172.4898","0.768","0.6774193","573"
"355.34875","162.4403","0.7728","0.61290324","590"
"357.47403","154.31476","0.77760005","0.7096774","607"
"359.54807","148.79913","0.7824","0.7741935","623"
"361.6178","145.55551","0.7824","0.7419355","640"
"363.73392","144.57144","0.7968","0.6451613","657"
"366.26483","146.33423","0.81600004","0.6774193","674"
"368.6333","150.07306","0.83040005","0.6451613","690"
"376.77704","164.01904","0.83040005","0.61290324","707"
"400.5912","210.84799","0.74880004","0.6451613","724"
"422.32642","254.87814","0.72480005","0.61290324","740"
"439.60413","299.36273","0.70080006","0.61290324","757"
"448.87875","327.735","0.6912","0.6451613","774"
"458.3324","362.0686","0.648","0.61290324","791"
"464.875","390.5714","0.62880003","0.6451613","807"
"466.56067","402.85236","0.624","0.61290324","824"
"468.84744","420.22272","0.6144","0.61290324","841"
"471.01035","436.19684","0.5568","0.6451613","858"
"474.231","448.76593","0.44160002","0.6451613","874"
"474.25","448.85718","0.34080002","0.58064514","874"
