"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","lou","nexus-79"
"340.0","367.0","lou","nexus-79"
"439.0","650.0","lou","nexus-79"
"106.0","619.0","lou","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"534.0714","675.1429","0.2592","0.41935483","0"
"523.66785","670.5966","0.52320004","0.41935483","76"
"522.0179","667.4286","0.5616","0.41935483","89"
"519.16736","661.9556","0.5952","0.41935483","110"
"503.92377","632.688","0.5856","0.4516129","126"
"481.6175","589.69336","0.6144","0.4516129","143"
"466.15472","559.3143","0.648","0.4516129","160"
"451.3797","532.7358","0.6528","0.516129","177"
"431.20724","498.27448","0.65760005","0.516129","193"
"420.07986","481.88043","0.6672","0.516129","210"
"414.1605","471.5282","0.6912","0.516129","227"
"397.28812","445.13263","0.68160003","0.516129","243"
"374.334","407.08002","0.68640006","0.54838705","260"
"361.98663","386.89752","0.7152","0.54838705","277"
"351.3484","372.8202","0.7296","0.58064514","294"
"342.67218","361.971","0.7296","0.6451613","310"
"335.34464","353.9154","0.744","0.7419355","327"
"329.1607","349.4286","0.744","0.7419355","343"
"327.42865","347.95435","0.74880004","0.7419355","361"
"323.02362","347.7143","0.74880004","0.7096774","377"
"321.03802","349.0835","0.73440003","0.6451613","394"
"319.7857","351.74194","0.72480005","0.7096774","411"
"319.7857","357.78265","0.73440003","0.7096774","427"
"322.65402","368.4947","0.7296","0.6451613","444"
"329.3425","388.8886","0.72480005","0.61290324","461"
"334.96426","407.7143","0.69600004","0.61290324","473"
"346.9628","436.2989","0.67200005","0.6774193","494"
"367.50662","485.26886","0.6528","0.61290324","511"
"379.37787","517.6255","0.65760005","0.61290324","528"
"387.27246","538.7661","0.68160003","0.61290324","544"
"391.767","557.53046","0.71040004","0.61290324","561"
"394.7466","576.2712","0.71040004","0.61290324","580"
"395.67856","588.03156","0.7152","0.61290324","596"
"395.67856","591.1494","0.72480005","0.61290324","613"
"394.9406","599.1194","0.73920006","0.61290324","630"
"392.78128","606.34424","0.73920006","0.61290324","647"
"390.66608","612.436","0.7296","0.61290324","663"
"386.75525","616.8521","0.7152","0.6451613","680"
"381.0403","621.08276","0.71040004","0.6774193","697"
"372.1696","625.1989","0.73920006","0.61290324","713"
"364.875","626.71423","0.74880004","0.6451613","725"
"350.10132","628.3605","0.74880004","0.7096774","747"
"308.4672","628.8572","0.74880004","0.6451613","764"
"278.66864","627.8744","0.7584","0.61290324","780"
"248.22476","625.78687","0.72","0.61290324","797"
"209.67557","621.1051","0.72480005","0.61290324","814"
"179.44318","614.86426","0.68160003","0.61290324","830"
"147.70946","608.5042","0.6","0.61290324","847"
"127.862564","604.8572","0.43680003","0.6774193","864"
"112.64285","604.8572","0.3312","0.61290324","869"
