"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lou","nexus-79"
"360.0","281.0","lou","nexus-79"
"178.0","102.0","lou","nexus-79"
"649.0","664.0","lou","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"634.9643","538.8572","0.24960001","0.41935483","0"
"626.0357","533.7143","0.49920002","0.41935483","42"
"619.0324","527.8482","0.5328","0.41935483","57"
"602.88074","509.58716","0.57600003","0.41935483","71"
"585.46063","489.8932","0.57600003","0.41935483","88"
"565.60504","468.78522","0.56640005","0.4516129","105"
"536.2484","436.3756","0.5952","0.4516129","122"
"507.765","408.252","0.5952","0.48387095","139"
"479.67053","381.20374","0.624","0.48387095","156"
"466.5401","367.56616","0.61920005","0.516129","172"
"430.94653","326.6341","0.62880003","0.54838705","189"
"403.8109","294.29358","0.624","0.58064514","206"
"386.86417","273.07925","0.60480005","0.58064514","222"
"369.24637","251.08148","0.624","0.58064514","239"
"351.5106","230.081","0.61920005","0.58064514","256"
"333.49307","210.87335","0.61920005","0.58064514","273"
"318.44644","196.42856","0.62880003","0.58064514","286"
"309.16452","187.51791","0.63360006","0.58064514","306"
"287.67447","171.71039","0.6144","0.61290324","323"
"266.8244","156.7243","0.6144","0.61290324","339"
"246.75986","141.66452","0.59040004","0.61290324","356"
"229.35825","128.09457","0.56640005","0.6774193","373"
"208.71788","113.25983","0.56640005","0.61290324","390"
"197.5007","106.36383","0.5952","0.61290324","406"
"190.76645","102.484924","0.6","0.61290324","423"
"182.62308","97.28006","0.5856","0.61290324","440"
"173.0671","92.146484","0.5616","0.61290324","456"
"165.92253","89.335205","0.5472","0.61290324","473"
"161.26703","87.3396","0.53760004","0.61290324","490"
"158.05983","87.14285","0.55200005","0.61290324","507"
"156.39285","88.848236","0.59040004","0.6451613","523"
"157.14595","93.597534","0.62880003","0.61290324","540"
"158.1812","98.29831","0.624","0.61290324","557"
"183.90723","135.70148","0.60480005","0.61290324","576"
"227.30222","187.34473","0.55200005","0.61290324","593"
"275.4804","234.89548","0.504","0.61290324","609"
"323.0487","279.70392","0.48000002","0.6451613","626"
"376.99487","331.49225","0.42720002","0.61290324","643"
"427.64862","379.2627","0.4128","0.61290324","659"
"459.51785","413.7143","0.384","0.61290324","671"
"495.96588","458.29736","0.35520002","0.61290324","693"
"541.80817","522.60114","0.35040003","0.61290324","710"
"578.59985","575.7246","0.35040003","0.61290324","726"
"610.322","621.62366","0.3264","0.61290324","743"
"640.20355","662.77966","0.26880002","0.61290324","760"
"668.2838","693.22046","0.2064","0.54838705","777"
"684.96423","708.1429","0.1296","0.4516129","787"
