"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lyle","nexus-80"
"360.0","281.0","lyle","nexus-80"
"178.0","102.0","lyle","nexus-80"
"649.0","664.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"671.5714","558.5714","0.36960003","0.41935483","0"
"661.9653","558.5714","0.9552","0.41935483","107"
"660.3767","558.5714","0.9696","0.516129","121"
"658.63556","557.2959","0.97920007","0.58064514","136"
"656.6847","555.4231","0.9936001","0.6451613","150"
"654.8252","553.63794","0.98880005","0.7096774","165"
"653.2679","550.8572","0.97920007","0.7096774","177"
"648.37616","547.01373","0.98880005","0.6451613","200"
"633.655","534.17175","0.9552","0.61290324","216"
"616.52716","515.9528","0.9408001","0.7096774","233"
"597.142","496.83588","0.94560003","0.6451613","250"
"578.1472","479.16992","0.92160004","0.6451613","266"
"560.24817","461.35046","0.9168","0.7096774","283"
"537.4183","440.92725","0.92160004","0.7096774","299"
"514.4286","418.85718","0.89760005","0.6451613","313"
"505.3407","410.1328","0.8880001","0.6774193","333"
"478.61218","386.95508","0.87360007","0.6774193","350"
"450.6731","361.93762","0.85920006","0.6774193","367"
"428.00043","342.21887","0.864","0.6774193","383"
"408.1335","322.8139","0.83040005","0.61290324","400"
"396.67578","310.6043","0.7728","0.6774193","417"
"365.1525","278.0669","0.6384","0.61290324","433"
"347.3177","259.84116","0.60480005","0.58064514","450"
"337.0195","250.25873","0.5616","0.61290324","467"
"313.08926","229.85712","0.5328","0.58064514","479"
"294.05237","208.04163","0.62880003","0.58064514","500"
"285.35995","200.01462","0.5952","0.58064514","517"
"276.03574","189.57144","0.6912","0.61290324","533"
"258.51315","174.03549","0.744","0.61290324","550"
"246.7735","161.82541","0.74880004","0.61290324","567"
"236.87701","150.71368","0.75360006","0.6451613","583"
"227.23819","139.91821","0.76320004","0.7096774","600"
"219.0548","129.67227","0.7824","0.7741935","617"
"210.67917","120.02353","0.80160004","0.7096774","633"
"208.625","117.14288","0.80640006","0.6774193","645"
"205.5","114.57144","0.83040005","0.61290324","663"
"201.68417","110.90823","0.85440004","0.61290324","683"
"198.35715","108.57144","0.8880001","0.7096774","710"
"201.97145","118.40872","0.864","0.6774193","767"
"210.33981","129.33783","0.8352","0.6451613","783"
"225.96698","152.75449","0.8256","0.61290324","800"
"238.44058","168.51349","0.84000003","0.61290324","816"
"267.35693","207.73035","0.88320005","0.6451613","833"
"303.91315","260.83063","0.87360007","0.6451613","849"
"330.30722","298.055","0.8880001","0.61290324","866"
"360.6136","340.07782","0.88320005","0.6451613","883"
"384.18018","374.75873","0.89760005","0.6451613","899"
"410.28012","408.50104","0.91200006","0.6774193","916"
"434.51788","442.0","0.91200006","0.61290324","932"
"444.9739","457.37482","0.91200006","0.6451613","949"
"470.34576","493.7431","0.91200006","0.61290324","966"
"491.7072","527.0744","0.90720004","0.6451613","982"
"510.98785","556.19525","0.91200006","0.61290324","999"
"532.09204","581.31976","0.89760005","0.6451613","1016"
"553.13965","605.5666","0.85440004","0.7096774","1032"
"577.14215","627.8852","0.84000003","0.61290324","1049"
"591.74725","640.1849","0.83040005","0.61290324","1065"
"615.58746","656.30927","0.8112","0.61290324","1082"
"646.31836","674.29926","0.64320004","0.7096774","1099"
"657.2857","681.1429","0.4848","0.6451613","1103"
