"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","lyle","nexus-80"
"340.0","367.0","lyle","nexus-80"
"439.0","650.0","lyle","nexus-80"
"106.0","619.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"540.3214","704.2857","0.2784","0.6774193","0"
"526.0357","697.4286","0.75360006","0.61290324","89"
"522.6591","691.8026","0.744","0.61290324","111"
"516.6095","677.5008","0.76320004","0.61290324","124"
"509.4615","657.4091","0.7824","0.61290324","137"
"502.6977","639.02936","0.80160004","0.6774193","151"
"489.565","607.031","0.8256","0.61290324","175"
"481.03827","587.6638","0.8256","0.6774193","192"
"469.65817","564.449","0.83040005","0.61290324","208"
"460.47345","544.56116","0.85920006","0.61290324","225"
"454.4836","531.2011","0.864","0.6451613","242"
"438.18463","499.47894","0.864","0.61290324","258"
"427.4726","481.91394","0.864","0.6451613","275"
"416.76883","466.63812","0.85440004","0.61290324","292"
"405.74548","450.92493","0.864","0.6774193","308"
"399.7909","443.2638","0.85440004","0.61290324","325"
"393.60803","433.63544","0.84000003","0.61290324","342"
"389.42853","426.5714","0.8352","0.61290324","357"
"387.28903","422.46356","0.84000003","0.6451613","375"
"382.42206","412.30542","0.8496","0.7096774","392"
"376.34064","400.77362","0.84480006","0.7096774","408"
"371.61298","391.50836","0.84480006","0.6451613","425"
"367.43063","385.03723","0.84480006","0.61290324","441"
"364.31473","380.92432","0.85920006","0.61290324","458"
"362.24503","378.1895","0.864","0.61290324","475"
"360.4107","376.4286","0.864","0.61290324","490"
"359.21268","376.85718","0.86880004","0.6451613","508"
"359.0714","379.88104","0.8496","0.6774193","525"
"359.0714","383.97388","0.84000003","0.61290324","541"
"359.0714","390.4167","0.84000003","0.6451613","558"
"360.1975","402.87213","0.84480006","0.6774193","575"
"362.77762","423.1914","0.84000003","0.6774193","591"
"367.03085","452.5935","0.84000003","0.6774193","608"
"369.7857","471.14288","0.84000003","0.61290324","619"
"375.4117","498.21832","0.81600004","0.61290324","641"
"385.13336","537.5605","0.80640006","0.61290324","658"
"392.27975","562.6628","0.77760005","0.61290324","674"
"397.32285","582.0283","0.79200006","0.61290324","691"
"399.9289","598.72266","0.78720003","0.6451613","708"
"402.08002","617.3086","0.7824","0.6774193","725"
"404.1393","633.8357","0.77760005","0.61290324","741"
"405.35355","643.1609","0.7728","0.61290324","758"
"407.74435","656.9814","0.768","0.6451613","775"
"412.07672","674.45337","0.7584","0.61290324","791"
"414.21848","684.6218","0.7584","0.61290324","808"
"416.31723","690.86786","0.7584","0.61290324","825"
"416.2143","694.7595","0.77760005","0.6451613","841"
"416.2143","697.2613","0.7968","0.7096774","858"
"415.20218","697.4286","0.80160004","0.7419355","874"
"414.04095","697.4286","0.80640006","0.7096774","891"
"411.30902","695.9312","0.82080007","0.6451613","908"
"406.8928","693.8114","0.8352","0.61290324","924"
"400.10403","690.5528","0.8256","0.61290324","941"
"387.19632","684.3571","0.8256","0.6451613","958"
"364.33328","675.3055","0.864","0.6774193","974"
"337.17142","665.7069","0.85920006","0.7419355","991"
"313.98212","660.1429","0.85920006","0.7419355","1005"
"298.0957","656.22296","0.87360007","0.7419355","1024"
"272.74106","651.33","0.864","0.6774193","1041"
"250.39548","646.4892","0.864","0.7419355","1058"
"233.57877","642.4532","0.864","0.7096774","1074"
"218.98962","639.5869","0.85920006","0.6451613","1091"
"205.78941","637.4749","0.864","0.61290324","1108"
"193.59239","635.4279","0.86880004","0.61290324","1124"
"187.73523","634.18915","0.86880004","0.61290324","1141"
"179.21123","634.7618","0.84480006","0.61290324","1157"
"178.71428","634.8572","0.69600004","0.6451613","1158"
