"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","lyle","nexus-80"
"516.0","278.0","lyle","nexus-80"
"191.0","503.0","lyle","nexus-80"
"627.0","704.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"444.7857","541.4286","0.35520002","0.6774193","0"
"446.9221","509.40875","0.88320005","0.61290324","199"
"451.39386","488.7942","0.87360007","0.61290324","213"
"455.64423","466.5429","0.85440004","0.6774193","227"
"461.00876","444.22638","0.8352","0.61290324","241"
"465.68832","424.7594","0.8256","0.6774193","254"
"472.46353","397.43152","0.82080007","0.6774193","271"
"479.1607","371.71436","0.8256","0.7096774","287"
"481.93506","360.2038","0.8256","0.7419355","304"
"492.78326","330.89117","0.83040005","0.6774193","321"
"501.60364","307.64355","0.82080007","0.7096774","338"
"509.0473","290.62543","0.80160004","0.7096774","355"
"515.07336","276.27","0.7968","0.6451613","371"
"521.34717","263.28772","0.79200006","0.6451613","388"
"525.2957","253.99225","0.7968","0.7096774","405"
"527.375","248.7143","0.80640006","0.7419355","419"
"528.73694","245.67078","0.8256","0.7419355","438"
"529.6071","242.76373","0.84480006","0.7741935","455"
"529.6071","240.99304","0.8496","0.83870965","471"
"529.6071","240.14288","0.85440004","0.83870965","479"
"527.63434","240.57144","0.8256","0.7096774","505"
"525.0411","243.24054","0.84000003","0.6451613","521"
"518.1479","248.17926","0.85440004","0.7096774","538"
"511.3036","253.42859","0.84000003","0.7096774","552"
"491.81287","269.59744","0.8352","0.6451613","571"
"451.18466","301.71417","0.8352","0.6451613","588"
"413.28793","328.26874","0.83040005","0.6451613","604"
"391.40048","344.9187","0.8352","0.7096774","621"
"367.42014","362.48895","0.864","0.6451613","638"
"344.46558","379.41827","0.8880001","0.61290324","654"
"319.4761","395.61877","0.88320005","0.6774193","671"
"306.19968","404.88812","0.86880004","0.7096774","688"
"284.25616","421.28082","0.85440004","0.7096774","704"
"256.83127","441.83472","0.85920006","0.6774193","721"
"237.13785","458.14526","0.85920006","0.7419355","738"
"221.34312","472.21918","0.85440004","0.7419355","758"
"210.87122","482.27222","0.84480006","0.6774193","774"
"203.32605","489.51556","0.8352","0.61290324","791"
"199.25","494.7143","0.84480006","0.61290324","805"
"196.51631","496.9101","0.85920006","0.61290324","824"
"192.45282","500.81097","0.86880004","0.6451613","841"
"189.6694","504.9662","0.86880004","0.6451613","858"
"187.53448","509.06525","0.8784","0.7419355","874"
"185.85715","513.0863","0.88320005","0.7419355","891"
"186.61305","515.5828","0.89280003","0.7419355","907"
"189.8409","518.6815","0.90720004","0.7419355","924"
"192.10713","520.8572","0.90720004","0.7096774","933"
"202.84282","525.8893","0.89760005","0.7419355","957"
"237.09393","540.2","0.91200006","0.7096774","974"
"267.77887","551.69727","0.91200006","0.6451613","991"
"300.4576","565.3503","0.9168","0.6451613","1007"
"334.10068","581.19977","0.92160004","0.7419355","1024"
"373.36285","597.31647","0.91200006","0.6774193","1041"
"403.18365","610.14905","0.9168","0.6451613","1057"
"423.16064","618.36816","0.91200006","0.6774193","1074"
"469.8587","636.8464","0.92160004","0.7419355","1091"
"505.31885","652.2948","0.9168","0.7419355","1107"
"529.4175","664.44617","0.89760005","0.6451613","1124"
"552.02765","675.71423","0.87360007","0.7096774","1141"
"567.39575","685.0142","0.88320005","0.7419355","1157"
"590.4217","698.0265","0.87360007","0.6774193","1174"
"612.1964","708.1428","0.85440004","0.61290324","1190"
"622.96265","712.39374","0.85440004","0.61290324","1207"
"652.81256","722.02563","0.85440004","0.61290324","1224"
"672.8773","727.4194","0.8496","0.61290324","1240"
"684.486","731.53064","0.83040005","0.61290324","1257"
"692.1071","732.5714","0.56640005","0.54838705","1266"
