"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lyle","nexus-80"
"253.0","458.0","lyle","nexus-80"
"617.0","205.0","lyle","nexus-80"
"461.0","346.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"137.64285","324.5714","0.3792","0.6774193","0"
"145.47597","339.45502","0.84000003","0.6451613","74"
"153.59196","348.45398","0.85440004","0.7096774","89"
"163.77881","358.2334","0.84480006","0.7096774","103"
"176.82436","368.70404","0.84480006","0.6451613","117"
"191.18327","379.50067","0.85440004","0.61290324","130"
"207.3702","392.36682","0.85440004","0.6451613","146"
"216.59189","401.21967","0.85920006","0.7096774","163"
"225.98062","411.224","0.8496","0.7096774","180"
"238.75146","426.30573","0.864","0.6451613","196"
"246.66882","437.29865","0.8784","0.6451613","213"
"251.2399","444.86542","0.90720004","0.61290324","230"
"254.88818","450.25385","0.9168","0.6451613","246"
"256.85834","454.03662","0.91200006","0.61290324","263"
"259.08322","457.43994","0.9168","0.61290324","280"
"260.41074","458.71423","0.9168","0.61290324","292"
"262.48334","460.0","0.92160004","0.61290324","313"
"266.58856","459.39178","0.93600005","0.61290324","329"
"271.79","456.43152","0.93600005","0.6774193","346"
"285.5225","447.45447","0.9312","0.7419355","363"
"307.00327","431.41693","0.9024","0.6774193","379"
"329.78497","413.57465","0.85920006","0.7096774","396"
"362.65027","387.61926","0.85920006","0.6451613","413"
"380.8461","373.5056","0.85440004","0.61290324","429"
"401.59473","357.15033","0.8496","0.6451613","446"
"438.5511","329.49072","0.8352","0.61290324","463"
"464.01434","312.67834","0.84480006","0.61290324","479"
"484.89105","298.64917","0.8496","0.6451613","496"
"504.79535","284.31262","0.8352","0.7419355","513"
"528.2108","270.1777","0.8256","0.6774193","529"
"549.4118","256.23413","0.78720003","0.61290324","546"
"559.7613","249.27927","0.78720003","0.6451613","563"
"577.08734","236.59991","0.80160004","0.6774193","579"
"597.12933","221.39291","0.80640006","0.61290324","596"
"610.91907","212.24606","0.7968","0.61290324","613"
"619.72455","205.90118","0.79200006","0.61290324","629"
"628.39764","199.65656","0.79200006","0.61290324","646"
"635.74207","194.64508","0.80640006","0.61290324","662"
"641.6607","190.85715","0.81600004","0.61290324","678"
"645.3129","188.51974","0.8256","0.61290324","696"
"651.64764","186.27771","0.8496","0.61290324","712"
"656.07056","184.85715","0.86880004","0.61290324","729"
"658.35913","184.85715","0.8880001","0.61290324","746"
"659.5178","184.85715","0.89280003","0.61290324","756"
"659.0714","186.5264","0.8880001","0.61290324","779"
"657.1355","189.43124","0.86880004","0.6774193","796"
"654.2969","192.58963","0.864","0.7096774","812"
"648.396","199.8981","0.864","0.6451613","829"
"625.50165","224.63821","0.85920006","0.7096774","846"
"601.52783","249.52762","0.85440004","0.6774193","862"
"580.60034","268.25616","0.864","0.61290324","879"
"560.0198","286.8039","0.87360007","0.6774193","896"
"540.4901","305.3971","0.8880001","0.6451613","912"
"522.7107","323.0196","0.8880001","0.61290324","929"
"514.5514","332.0053","0.88320005","0.6451613","946"
"504.0385","344.44214","0.864","0.7096774","962"
"489.87915","364.2083","0.76320004","0.61290324","979"
"478.26782","377.2857","0.53760004","0.58064514","995"
