"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","Ryan","nexus-09"
"647.0","813.0","Ryan","nexus-09"
"604.0","604.0","Ryan","nexus-09"
"634.0","306.0","Ryan","nexus-09"
"X","Y","PRESSURE"
"354.625","701.36365","0.048"
"359.29666","702.5758","0.10560001"
"363.375","702.5758","0.10080001"
