"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","tim","nexus-59"
"516.0","278.0","tim","nexus-59"
"191.0","503.0","tim","nexus-59"
"627.0","704.0","tim","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"459.0714","590.8572","0.1392","0.38709676","0"
"465.4142","579.62524","0.42240003","0.3548387","145"
"469.3633","574.9769","0.4176","0.3548387","160"
"474.58157","567.9348","0.3456","0.3548387","174"
"476.92856","564.2857","0.2784","0.3548387","183"
"484.79095","553.62274","0.42240003","0.2580645","211"
"486.75","551.4286","0.42240003","0.2580645","214"
"497.00342","530.8019","0.36960003","0.3548387","229"
"506.1972","510.15247","0.37440002","0.3548387","245"
"512.6279","494.0381","0.3984","0.3548387","262"
"518.89355","472.1405","0.38880002","0.3548387","279"
"523.3759","455.35632","0.39360002","0.3548387","296"
"528.9753","431.65277","0.38880002","0.3548387","312"
"531.98517","418.44397","0.37440002","0.3548387","329"
"537.8822","394.35626","0.37440002","0.3548387","347"
"543.86456","365.95233","0.36","0.3548387","363"
"547.4075","351.23907","0.36","0.3548387","380"
"550.05304","336.6306","0.384","0.3548387","397"
"553.3882","321.09583","0.3984","0.3548387","414"
"554.6071","310.10022","0.384","0.3548387","432"
"554.6071","302.85712","0.37440002","0.3548387","446"
"554.6071","299.30896","0.36960003","0.3548387","465"
"554.1667","294.29724","0.35520002","0.3548387","482"
"553.02625","290.39325","0.3456","0.3548387","499"
"550.82404","287.2254","0.3312","0.3548387","516"
"548.02905","285.12823","0.3264","0.3548387","533"
"543.6258","284.0","0.33600003","0.3548387","549"
"538.53925","283.14288","0.3648","0.3548387","566"
"535.03357","283.14288","0.3648","0.3548387","583"
"520.1926","287.87177","0.38880002","0.3548387","601"
"491.61853","297.56506","0.38880002","0.3548387","618"
"464.26218","307.94183","0.38880002","0.3548387","635"
"434.37256","323.57697","0.42240003","0.3548387","652"
"398.82245","344.84503","0.3984","0.3548387","668"
"374.57877","360.99127","0.42720002","0.3548387","685"
"354.60718","375.28577","0.44160002","0.3548387","699"
"332.6462","390.6765","0.44160002","0.3548387","719"
"300.40863","417.9333","0.44160002","0.3548387","736"
"276.93228","438.21704","0.44160002","0.3548387","753"
"256.459","456.0899","0.40800002","0.3548387","770"
"246.08804","465.32123","0.40800002","0.3548387","787"
"235.5365","475.45068","0.42720002","0.3548387","804"
"225.02707","486.3969","0.42240003","0.3548387","821"
"219.91103","492.1654","0.4176","0.3548387","838"
"214.35081","497.50323","0.4128","0.3548387","855"
"208.86522","503.72552","0.40800002","0.3548387","872"
"205.18817","507.45587","0.40320003","0.3548387","888"
"202.42604","511.5224","0.3984","0.3548387","905"
"201.0357","515.5873","0.384","0.3548387","922"
"201.0357","519.27814","0.37440002","0.3548387","939"
"201.92857","521.30634","0.36960003","0.3548387","956"
"202.86093","522.3236","0.384","0.3548387","973"
"208.94336","525.65283","0.39360002","0.3548387","990"
"221.78217","532.1972","0.38880002","0.3548387","1007"
"241.02756","540.12634","0.42720002","0.3548387","1024"
"267.53653","552.4918","0.42720002","0.3548387","1041"
"293.90475","565.14856","0.42240003","0.3548387","1058"
"321.18036","578.3542","0.38880002","0.3548387","1075"
"341.6607","587.4286","0.3984","0.3548387","1088"
"366.04474","598.869","0.4128","0.3548387","1108"
"422.84778","622.58246","0.3984","0.3548387","1125"
"466.99167","640.35016","0.384","0.3548387","1142"
"496.51727","654.25977","0.37440002","0.3548387","1159"
"524.63635","667.8906","0.3792","0.3548387","1176"
"548.48914","680.0634","0.3648","0.3548387","1192"
"566.1556","689.1515","0.33600003","0.3548387","1209"
"573.65735","693.2667","0.34080002","0.3548387","1226"
"589.8721","700.8147","0.36960003","0.3548387","1243"
"605.86584","708.19135","0.37440002","0.3548387","1260"
"619.4546","713.6443","0.384","0.3548387","1277"
"629.91547","718.57764","0.39360002","0.3548387","1294"
"637.3199","723.22186","0.4128","0.3548387","1311"
"643.4922","726.1575","0.4176","0.3548387","1328"
"645.73926","727.172","0.4176","0.3548387","1345"
"649.63806","729.47205","0.4176","0.3548387","1361"
"652.2787","732.10077","0.36960003","0.3548387","1378"
"653.9233","735.0578","0.21120001","0.29032257","1395"
"654.6071","735.7143","0.15840001","0.2580645","1400"
