"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","tim","nexus-59"
"516.0","278.0","tim","nexus-59"
"191.0","503.0","tim","nexus-59"
"627.0","704.0","tim","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"459.9643","574.5714","0.15840001","0.16129032","0"
"454.60715","563.08514","0.3264","0.3548387","110"
"455.83838","556.9864","0.3648","0.3548387","125"
"459.35968","546.3127","0.39360002","0.3548387","140"
"463.63974","532.7767","0.38880002","0.3548387","151"
"469.39398","515.69965","0.37440002","0.3548387","164"
"476.9286","492.71423","0.39360002","0.3548387","179"
"481.1952","475.2116","0.37440002","0.3548387","199"
"494.06793","433.2749","0.4128","0.3548387","216"
"502.3548","406.03528","0.3984","0.3548387","233"
"508.15692","383.80426","0.36960003","0.3548387","249"
"514.8105","357.96216","0.37440002","0.3548387","266"
"518.619","333.05157","0.384","0.3548387","283"
"522.51874","311.86768","0.3648","0.3548387","300"
"524.45465","304.6427","0.36","0.3548387","317"
"526.70276","289.1631","0.3648","0.3548387","334"
"528.8577","276.4544","0.3792","0.3548387","351"
"529.6071","268.0101","0.384","0.3548387","368"
"529.6071","262.53558","0.3984","0.3548387","385"
"529.6071","258.78073","0.40800002","0.3548387","402"
"529.6071","256.64078","0.40800002","0.3548387","419"
"529.6071","255.2857","0.4128","0.3548387","429"
"526.7034","256.25092","0.40320003","0.3548387","452"
"522.4967","258.27017","0.3984","0.3548387","469"
"514.57513","263.88278","0.39360002","0.3548387","486"
"494.28888","279.04816","0.3984","0.3548387","503"
"469.6694","297.36945","0.39360002","0.3548387","520"
"433.28308","320.9239","0.3984","0.3548387","537"
"393.141","347.62402","0.39360002","0.3548387","554"
"380.77042","354.63428","0.42720002","0.3548387","571"
"346.4605","376.32605","0.44640002","0.3548387","588"
"304.9193","404.9431","0.43680003","0.3548387","605"
"274.78","425.2613","0.42720002","0.3548387","622"
"258.78293","438.03333","0.432","0.3548387","638"
"241.14655","452.05573","0.3984","0.3548387","655"
"226.03406","463.28705","0.3984","0.3548387","676"
"218.44644","469.14288","0.4176","0.3548387","690"
"212.5571","476.08234","0.44640002","0.3548387","710"
"206.83075","485.44495","0.44160002","0.3548387","727"
"203.53061","493.8482","0.40800002","0.3548387","744"
"201.92857","501.41187","0.37440002","0.3548387","761"
"202.78754","509.29846","0.36","0.3548387","778"
"204.88887","515.38275","0.3792","0.3548387","795"
"211.52943","524.3782","0.40320003","0.3548387","812"
"216.01654","528.95306","0.4176","0.3548387","829"
"232.22922","542.7398","0.42240003","0.3548387","845"
"255.13828","558.33997","0.4128","0.3548387","862"
"286.87976","577.3674","0.40800002","0.3548387","879"
"313.41653","591.93896","0.4128","0.3548387","896"
"346.1835","608.67096","0.38880002","0.3548387","913"
"378.37817","625.4101","0.36960003","0.3548387","930"
"413.0893","641.4286","0.384","0.3548387","943"
"435.75494","653.5279","0.36960003","0.3548387","964"
"484.44818","676.3237","0.35520002","0.3548387","981"
"528.2714","696.6772","0.3456","0.3548387","998"
"556.2946","710.3814","0.31680003","0.3548387","1014"
"582.6598","723.2925","0.3264","0.3548387","1032"
"608.36615","735.37573","0.3072","0.3548387","1049"
"623.8036","743.4286","0.2976","0.3548387","1063"
"634.05634","747.2785","0.2928","0.3548387","1083"
"645.26025","752.9591","0.2784","0.3548387","1100"
"655.5033","756.2857","0.2064","0.32258064","1116"
"663.5357","758.8572","0.120000005","0.2580645","1128"
