"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","maggie","nexus-80"
"516.0","278.0","maggie","nexus-80"
"191.0","503.0","maggie","nexus-80"
"627.0","704.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"480.5","574.0","0.2544","0.41935483","0"
"477.28915","551.8626","0.44640002","0.41935483","53"
"486.70062","504.80823","0.44640002","0.41935483","68"
"503.32904","435.6447","0.504","0.41935483","85"
"515.76746","381.57294","0.51360005","0.41935483","102"
"526.1635","333.14124","0.51360005","0.41935483","119"
"528.7143","309.52905","0.504","0.48387095","135"
"527.9257","300.0147","0.49440002","0.54838705","152"
"526.4822","297.14282","0.504","0.58064514","166"
"522.3671","298.0467","0.52320004","0.58064514","185"
"501.88782","309.50922","0.52320004","0.58064514","202"
"448.12262","339.2155","0.53760004","0.58064514","218"
"391.059","371.89917","0.5616","0.58064514","235"
"334.86026","404.0028","0.5616","0.58064514","251"
"285.02283","432.90668","0.5856","0.58064514","268"
"249.33347","454.518","0.58080006","0.61290324","285"
"239.28696","461.5794","0.5712","0.61290324","301"
"222.06558","477.71698","0.57600003","0.61290324","318"
"218.01143","486.52753","0.5952","0.61290324","335"
"221.03516","498.15906","0.60480005","0.61290324","351"
"243.70673","524.107","0.6","0.61290324","368"
"288.5751","555.75305","0.6096","0.61290324","385"
"339.64996","585.24915","0.61920005","0.61290324","401"
"394.3393","612.1428","0.60480005","0.61290324","417"
"430.9115","631.579","0.57600003","0.61290324","435"
"499.95215","666.91376","0.504","0.61290324","451"
"554.85156","696.07605","0.44160002","0.61290324","468"
"602.87286","722.0302","0.3792","0.61290324","484"
"613.5357","728.2857","0.31680003","0.61290324","489"
