"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","maggie","nexus-80"
"516.0","278.0","maggie","nexus-80"
"191.0","503.0","maggie","nexus-80"
"627.0","704.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"459.9643","565.4286","0.264","0.41935483","0"
"460.52463","543.70245","0.45600003","0.41935483","47"
"470.14194","504.08478","0.4656","0.41935483","62"
"485.28955","452.1502","0.47520003","0.41935483","79"
"502.57233","398.81885","0.504","0.41935483","95"
"510.3954","375.86475","0.49920002","0.4516129","112"
"524.8152","330.85333","0.504","0.4516129","129"
"530.81445","312.5229","0.49920002","0.4516129","145"
"530.93964","308.2727","0.504","0.4516129","162"
"528.0806","305.83875","0.52320004","0.4516129","179"
"522.30347","305.91656","0.5616","0.4516129","195"
"504.156","310.88934","0.5616","0.4516129","212"
"465.76782","325.4286","0.57600003","0.4516129","226"
"431.07275","340.51965","0.58080006","0.4516129","245"
"367.24933","374.00824","0.6096","0.4516129","262"
"314.397","403.59613","0.6","0.4516129","279"
"268.9267","429.00183","0.6096","0.4516129","295"
"240.53781","445.37885","0.6144","0.4516129","312"
"218.09802","461.6306","0.6096","0.48387095","329"
"207.83078","472.63165","0.6384","0.48387095","345"
"203.47162","478.674","0.6528","0.48387095","362"
"201.0357","489.34888","0.65760005","0.48387095","379"
"210.05467","513.6166","0.6528","0.516129","395"
"234.74997","537.1394","0.64320004","0.516129","412"
"279.78888","568.9818","0.648","0.58064514","428"
"330.74985","593.95685","0.6624","0.58064514","445"
"389.39645","619.9217","0.6624","0.58064514","462"
"445.4815","646.334","0.61920005","0.61290324","478"
"471.88165","658.0058","0.6096","0.61290324","495"
"529.7239","686.6869","0.5568","0.61290324","512"
"573.16095","709.99066","0.504","0.61290324","528"
"592.0592","722.33435","0.4848","0.61290324","545"
"616.66064","736.0","0.2784","0.58064514","563"
