"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","maggie","nexus-80"
"274.0","724.0","maggie","nexus-80"
"356.0","105.0","maggie","nexus-80"
"454.0","391.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"287.64285","580.0","0.24000001","0.41935483","0"
"281.9968","592.83203","0.42240003","0.41935483","31"
"279.76257","602.3969","0.43680003","0.41935483","47"
"276.93872","615.09735","0.44640002","0.41935483","55"
"272.05914","639.89905","0.44640002","0.41935483","66"
"267.86526","665.03485","0.4176","0.41935483","84"
"266.2143","673.27594","0.4128","0.41935483","100"
"266.2143","675.5715","0.4176","0.41935483","113"
"266.5174","669.3865","0.432","0.41935483","133"
"277.75803","626.5292","0.4656","0.41935483","150"
"289.4286","579.1428","0.4848","0.41935483","162"
"304.2634","522.28705","0.48960003","0.41935483","183"
"338.97147","364.81726","0.51360005","0.41935483","200"
"349.30008","294.12274","0.5184","0.41935483","216"
"353.47775","235.17905","0.528","0.41935483","233"
"357.77362","184.65338","0.5328","0.41935483","250"
"359.0714","156.21469","0.5472","0.41935483","266"
"359.0714","148.95508","0.5472","0.41935483","283"
"359.0714","145.70801","0.5472","0.41935483","300"
"360.86826","145.43924","0.5712","0.41935483","316"
"362.89813","150.4495","0.5712","0.41935483","333"
"375.86746","184.33536","0.57600003","0.41935483","349"
"396.8273","243.14523","0.5568","0.41935483","366"
"418.17075","299.79767","0.5328","0.41935483","383"
"438.11346","351.37","0.48000002","0.41935483","399"
"460.85712","397.0","0.3984","0.41935483","416"
"465.89594","406.24597","0.3072","0.38709676","433"
