"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","maggie","nexus-80"
"516.0","278.0","maggie","nexus-80"
"191.0","503.0","maggie","nexus-80"
"627.0","704.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"510.85712","543.1429","0.2544","0.41935483","0"
"502.8214","513.3605","0.5328","0.41935483","65"
"502.8214","475.85712","0.49920002","0.38709676","78"
"504.8921","437.56128","0.55200005","0.38709676","98"
"512.98706","374.73566","0.58080006","0.38709676","115"
"520.17426","325.94855","0.5088","0.38709676","132"
"523.8368","300.77655","0.528","0.4516129","148"
"525.9757","289.7165","0.5472","0.4516129","165"
"526.0357","283.69513","0.5712","0.4516129","182"
"524.5741","281.7143","0.58080006","0.4516129","198"
"522.62805","281.7143","0.5856","0.4516129","215"
"516.304","285.72107","0.6","0.4516129","232"
"470.15833","316.5191","0.62880003","0.4516129","248"
"420.35815","352.05444","0.6384","0.48387095","265"
"368.34708","385.8711","0.67200005","0.48387095","282"
"317.82187","420.0196","0.6768","0.48387095","298"
"273.66495","448.54846","0.68160003","0.48387095","315"
"246.125","467.71423","0.6672","0.516129","330"
"236.36316","475.4317","0.6672","0.516129","348"
"224.0332","487.67834","0.69600004","0.516129","365"
"219.52017","496.16248","0.69600004","0.54838705","382"
"220.12999","506.4201","0.68640006","0.58064514","398"
"231.12112","523.3168","0.67200005","0.58064514","415"
"275.3354","550.60016","0.6096","0.54838705","432"
"328.59088","579.1501","0.64320004","0.54838705","448"
"364.42856","593.71423","0.6528","0.54838705","460"
"431.07422","618.2565","0.64320004","0.54838705","482"
"548.87775","662.11896","0.53760004","0.54838705","498"
"594.1938","681.6157","0.4848","0.54838705","515"
"627.2821","695.9082","0.3264","0.48387095","532"
"633.1786","699.1429","0.2544","0.4516129","537"
