"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","maggie","nexus-80"
"360.0","281.0","maggie","nexus-80"
"178.0","102.0","maggie","nexus-80"
"649.0","664.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"633.1786","541.4286","0.28800002","0.41935483","0"
"622.4643","534.5714","0.528","0.41935483","35"
"594.2466","503.7025","0.58080006","0.41935483","52"
"534.8716","431.42816","0.6144","0.48387095","73"
"489.28302","372.92004","0.6384","0.48387095","90"
"440.1795","308.57404","0.6528","0.516129","106"
"383.97452","250.45099","0.58080006","0.54838705","123"
"336.63425","202.5173","0.6384","0.58064514","140"
"304.60712","173.28574","0.6528","0.58064514","152"
"280.2381","154.87775","0.67200005","0.58064514","173"
"263.7248","146.6084","0.70080006","0.58064514","190"
"256.60385","144.57144","0.72480005","0.58064514","207"
"255.5","149.27371","0.7056","0.61290324","223"
"268.25833","181.42685","0.70080006","0.61290324","239"
"309.51926","247.00214","0.7056","0.61290324","256"
"365.42926","319.00928","0.6912","0.61290324","272"
"427.74515","387.77173","0.68160003","0.6451613","289"
"486.0708","454.7928","0.65760005","0.61290324","306"
"557.3932","533.9349","0.5856","0.61290324","322"
"604.022","583.66785","0.55200005","0.61290324","339"
"649.25","635.28564","0.3312","0.54838705","354"
