"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","maggie","nexus-80"
"340.0","367.0","maggie","nexus-80"
"439.0","650.0","maggie","nexus-80"
"106.0","619.0","maggie","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"529.6071","669.1429","0.216","0.41935483","0"
"517.89575","659.9928","0.35040003","0.41935483","53"
"496.95215","625.8539","0.3792","0.41935483","70"
"467.04822","576.4092","0.42720002","0.41935483","86"
"433.72693","521.1377","0.49440002","0.41935483","103"
"394.76837","453.48047","0.5328","0.41935483","124"
"370.23212","413.28577","0.5472","0.41935483","140"
"361.33966","403.4748","0.5568","0.41935483","157"
"355.34836","398.2129","0.58080006","0.41935483","174"
"352.406","398.6845","0.60480005","0.41935483","190"
"351.92856","403.72937","0.6144","0.41935483","207"
"359.50046","430.05292","0.57600003","0.41935483","224"
"377.6519","482.8911","0.55200005","0.41935483","240"
"401.27737","536.43713","0.51360005","0.41935483","257"
"414.875","564.5714","0.49920002","0.41935483","267"
"426.89932","597.29767","0.47520003","0.41935483","290"
"429.37302","621.70483","0.44160002","0.41935483","307"
"424.07208","630.271","0.44640002","0.41935483","324"
"409.59787","633.94946","0.432","0.41935483","340"
"362.0462","630.3927","0.49440002","0.41935483","357"
"296.3593","619.045","0.5184","0.41935483","374"
"219.27905","603.95026","0.53760004","0.41935483","390"
"184.7876","597.44183","0.5568","0.41935483","407"
"132.26918","590.4614","0.57600003","0.41935483","423"
"92.55358","591.1428","0.42240003","0.38709676","439"
