"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","Jake","nexus-09"
"647.0","813.0","Jake","nexus-09"
"604.0","604.0","Jake","nexus-09"
"634.0","306.0","Jake","nexus-09"
"X","Y","PRESSURE"
"400.25","674.09094","0.10560001"
"396.14438","674.09094","0.30240002"
