"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-79"
"647.0","813.0","maggie","nexus-79"
"604.0","604.0","maggie","nexus-79"
"634.0","306.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"329.60715","694.0","0.21120001","0.41935483","0"
"340.2414","705.533","0.48960003","0.41935483","49"
"377.84006","719.9607","0.5184","0.41935483","66"
"432.2857","739.8572","0.4656","0.41935483","82"
"455.05927","746.83606","0.44640002","0.41935483","99"
"536.1703","769.88184","0.3648","0.41935483","120"
"594.60315","783.3952","0.32160002","0.41935483","137"
"632.94794","789.97784","0.28800002","0.41935483","153"
"643.38965","792.13196","0.312","0.41935483","170"
"653.88","791.6745","0.3264","0.41935483","187"
"659.0715","790.4286","0.3312","0.41935483","203"
"659.78876","790.1685","0.33600003","0.41935483","221"
"658.70557","785.5177","0.3312","0.41935483","237"
"653.7999","775.59296","0.3648","0.41935483","254"
"640.9639","747.90784","0.3792","0.41935483","271"
"623.45605","707.75183","0.40320003","0.41935483","288"
"613.66693","682.3779","0.42240003","0.41935483","305"
"604.5544","658.0749","0.4656","0.41935483","321"
"603.0497","652.33826","0.47040004","0.41935483","338"
"600.2334","631.61487","0.47040004","0.41935483","354"
"600.1428","616.3966","0.4848","0.41935483","371"
"601.84863","606.02124","0.5088","0.41935483","388"
"604.0582","596.67914","0.5328","0.41935483","404"
"606.34705","587.89014","0.5184","0.41935483","421"
"609.0856","579.97284","0.4512","0.38709676","438"
"611.53815","574.5084","0.45600003","0.38709676","455"
"617.0926","561.69073","0.48960003","0.38709676","471"
"627.7164","529.22687","0.47520003","0.38709676","488"
"638.1342","493.25598","0.49440002","0.38709676","505"
"646.5434","453.0564","0.504","0.38709676","522"
"653.6514","423.9759","0.48960003","0.38709676","538"
"660.1534","396.92767","0.504","0.38709676","555"
"666.21436","377.28577","0.35520002","0.3548387","565"
