"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-79"
"647.0","813.0","maggie","nexus-79"
"604.0","604.0","maggie","nexus-79"
"634.0","306.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"343.89285","692.2857","0.23520002","0.41935483","0"
"364.1579","706.8231","0.4656","0.41935483","56"
"405.8456","722.2897","0.47520003","0.41935483","70"
"434.9643","733.4286","0.45600003","0.41935483","82"
"480.53546","747.0215","0.4128","0.41935483","104"
"531.95734","759.2311","0.37440002","0.41935483","121"
"564.5726","765.23004","0.36960003","0.41935483","138"
"593.8538","768.7826","0.36","0.41935483","154"
"615.98975","769.4286","0.3456","0.41935483","171"
"624.8835","768.26733","0.31680003","0.41935483","188"
"628.71423","766.4286","0.32160002","0.41935483","202"
"629.6465","764.21014","0.35520002","0.41935483","221"
"629.9963","751.3622","0.35520002","0.41935483","238"
"627.62915","726.3213","0.42720002","0.41935483","255"
"619.8581","700.2781","0.4176","0.41935483","272"
"612.0586","673.4604","0.44160002","0.41935483","288"
"601.62915","646.70953","0.44160002","0.41935483","306"
"596.8077","630.0795","0.432","0.41935483","322"
"596.10144","625.7441","0.432","0.41935483","339"
"595.6786","615.6063","0.44640002","0.41935483","355"
"595.6786","609.47864","0.45600003","0.41935483","372"
"595.6786","603.348","0.47520003","0.41935483","389"
"595.6786","597.24725","0.49920002","0.41935483","406"
"595.8281","590.7123","0.4848","0.41935483","422"
"597.2017","581.51245","0.45600003","0.41935483","439"
"599.2519","573.1356","0.4512","0.41935483","456"
"601.8843","538.10254","0.46080002","0.41935483","472"
"607.26654","486.78314","0.47040004","0.41935483","489"
"611.98016","441.31055","0.48000002","0.41935483","506"
"615.9554","410.1869","0.49440002","0.41935483","523"
"621.6583","381.89642","0.47040004","0.41935483","539"
"626.9286","364.85718","0.30240002","0.38709676","550"
