"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","maggie","nexus-79"
"360.0","281.0","maggie","nexus-79"
"178.0","102.0","maggie","nexus-79"
"649.0","664.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"637.6428","557.7143","0.22080001","0.41935483","0"
"594.6172","521.19006","0.42240003","0.41935483","37"
"555.4011","483.04797","0.45600003","0.41935483","54"
"513.4661","442.2221","0.49920002","0.41935483","70"
"463.05725","397.9342","0.49920002","0.41935483","87"
"410.2553","351.14874","0.5424","0.48387095","104"
"383.1786","324.57147","0.53760004","0.48387095","113"
"332.7551","281.79984","0.5472","0.48387095","136"
"269.41644","231.91711","0.5712","0.48387095","153"
"232.15375","204.02081","0.5472","0.48387095","170"
"219.25179","195.944","0.5472","0.48387095","186"
"215.47653","194.2857","0.56640005","0.48387095","203"
"216.3682","197.15268","0.58080006","0.48387095","220"
"225.34265","214.30685","0.58080006","0.516129","237"
"245.67926","240.69473","0.5856","0.516129","253"
"299.48447","306.4242","0.6","0.54838705","270"
"399.467","425.40338","0.5952","0.54838705","287"
"441.3863","478.22015","0.59040004","0.54838705","304"
"490.14337","538.7954","0.57600003","0.54838705","320"
"538.23346","597.2326","0.5472","0.516129","337"
"584.5373","652.00006","0.4128","0.516129","354"
"617.5536","694.4286","0.24480002","0.4516129","368"
