"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","maggie","nexus-79"
"360.0","281.0","maggie","nexus-79"
"178.0","102.0","maggie","nexus-79"
"649.0","664.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"639.4286","550.0","0.192","0.41935483","0"
"620.66974","537.564","0.44160002","0.41935483","43"
"603.71436","520.4286","0.45600003","0.41935483","56"
"574.6167","492.1831","0.4656","0.41935483","76"
"502.60925","419.74036","0.47520003","0.41935483","97"
"443.9362","365.26312","0.49440002","0.41935483","114"
"384.66364","312.55817","0.51360005","0.41935483","131"
"328.29895","263.38174","0.51360005","0.41935483","147"
"281.32327","224.90134","0.5328","0.41935483","164"
"232.24811","185.77414","0.49440002","0.516129","181"
"215.749","173.33142","0.504","0.516129","197"
"199.82332","161.26993","0.528","0.516129","214"
"195.41037","160.25748","0.5472","0.516129","231"
"195.38484","164.2969","0.53760004","0.54838705","248"
"202.9964","176.15833","0.5424","0.54838705","264"
"250.00836","228.0268","0.53760004","0.54838705","281"
"303.35342","283.1247","0.5616","0.54838705","298"
"336.3036","317.28577","0.5712","0.54838705","310"
"389.34076","370.03333","0.57600003","0.54838705","331"
"497.12415","484.50024","0.5856","0.54838705","348"
"531.4406","527.48975","0.60480005","0.54838705","364"
"564.5009","568.9451","0.63360006","0.54838705","381"
"585.7772","595.2074","0.6528","0.54838705","398"
"597.542","610.6188","0.64320004","0.54838705","415"
"606.2489","622.3411","0.624","0.54838705","431"
"609.0375","625.8082","0.6096","0.54838705","448"
"612.6428","629.7143","0.44160002","0.48387095","458"
