"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","maggie","nexus-79"
"360.0","281.0","maggie","nexus-79"
"178.0","102.0","maggie","nexus-79"
"649.0","664.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"654.6071","533.7143","0.1536","0.41935483","0"
"642.19257","530.08765","0.40800002","0.41935483","39"
"609.169","505.13086","0.45600003","0.41935483","54"
"570.01587","472.12878","0.48000002","0.41935483","69"
"519.1725","425.1256","0.504","0.41935483","86"
"467.161","378.1114","0.5088","0.41935483","103"
"406.0552","325.24506","0.528","0.41935483","119"
"337.51294","272.8962","0.53760004","0.41935483","136"
"296.9588","243.89828","0.53760004","0.48387095","153"
"246.30872","211.80948","0.5424","0.48387095","170"
"207.53642","191.33752","0.5568","0.48387095","186"
"196.57088","188.2857","0.56640005","0.48387095","203"
"194.7857","191.27744","0.5616","0.48387095","220"
"206.26619","212.03616","0.52320004","0.48387095","237"
"255.74924","273.73505","0.49440002","0.48387095","253"
"338.98816","361.1488","0.49440002","0.48387095","270"
"379.60693","399.99982","0.48000002","0.48387095","287"
"486.54205","505.1198","0.44160002","0.48387095","304"
"570.90936","596.0122","0.40320003","0.48387095","320"
"617.94086","657.9614","0.3264","0.48387095","337"
"643.0","688.0","0.216","0.4516129","344"
