"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-79"
"647.0","813.0","maggie","nexus-79"
"604.0","604.0","maggie","nexus-79"
"634.0","306.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"362.64285","690.5714","0.2544","0.41935483","0"
"407.3326","717.1664","0.46080002","0.41935483","45"
"451.8918","736.3161","0.43680003","0.41935483","61"
"511.08093","757.3259","0.3984","0.41935483","76"
"551.9286","769.0","0.36","0.41935483","89"
"585.26794","778.2414","0.3456","0.41935483","110"
"637.14856","788.9326","0.31680003","0.41935483","127"
"655.32227","790.47125","0.3312","0.41935483","143"
"659.86084","788.385","0.3264","0.41935483","160"
"660.6101","785.24005","0.32160002","0.41935483","177"
"657.67926","778.7557","0.34080002","0.41935483","194"
"651.5438","767.7095","0.40800002","0.41935483","210"
"646.0129","757.2134","0.40800002","0.41935483","227"
"630.4537","721.94916","0.432","0.41935483","244"
"617.23175","682.4784","0.42720002","0.41935483","261"
"612.12506","656.73175","0.44160002","0.41935483","277"
"609.0714","630.79266","0.43680003","0.41935483","294"
"609.6152","604.74176","0.44640002","0.41935483","311"
"615.8128","553.9086","0.4656","0.41935483","328"
"622.761","521.1473","0.47520003","0.41935483","344"
"634.37177","477.0197","0.47040004","0.41935483","361"
"645.6786","431.7143","0.3264","0.38709676","370"
