"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lou","nexus-79"
"360.0","281.0","lou","nexus-79"
"178.0","102.0","lou","nexus-79"
"649.0","664.0","lou","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"634.9643","544.0","0.1728","0.41935483","0"
"623.2163","539.90985","0.4176","0.41935483","48"
"617.75714","535.19543","0.44160002","0.41935483","63"
"609.3229","527.9557","0.45600003","0.41935483","80"
"605.287","524.08124","0.47040004","0.41935483","97"
"593.24756","510.65424","0.49440002","0.41935483","113"
"576.1249","490.84625","0.49920002","0.41935483","130"
"561.8924","475.96143","0.49920002","0.41935483","147"
"542.852","455.55444","0.53760004","0.41935483","164"
"524.0597","437.03558","0.5424","0.41935483","180"
"500.7845","416.04462","0.55200005","0.41935483","197"
"480.0536","394.85718","0.5856","0.41935483","210"
"457.3785","374.0011","0.5856","0.41935483","230"
"417.49402","336.90564","0.6","0.41935483","247"
"380.3674","303.87274","0.624","0.41935483","264"
"351.3357","276.65918","0.63360006","0.41935483","281"
"329.9138","256.29437","0.6528","0.41935483","297"
"300.84973","226.67859","0.6384","0.41935483","314"
"275.4739","202.31781","0.624","0.48387095","331"
"259.638","186.29709","0.63360006","0.48387095","348"
"239.84955","166.18744","0.6144","0.48387095","364"
"212.91037","136.61035","0.59040004","0.516129","381"
"199.6692","121.9115","0.60480005","0.516129","398"
"188.32495","110.94052","0.6384","0.516129","414"
"181.34125","104.8241","0.6384","0.516129","431"
"176.88394","100.8143","0.62880003","0.516129","448"
"172.4643","98.714294","0.624","0.516129","464"
"171.04745","98.285706","0.624","0.516129","481"
"169.7857","99.008026","0.6528","0.516129","498"
"169.7857","102.61853","0.67200005","0.516129","515"
"174.13632","111.38046","0.648","0.58064514","531"
"195.05766","141.67981","0.63360006","0.58064514","548"
"235.876","190.73544","0.5952","0.61290324","567"
"266.21426","226.0","0.57600003","0.6451613","580"
"302.8214","265.85715","0.55200005","0.61290324","593"
"344.7124","311.29968","0.5088","0.61290324","617"
"406.22195","378.3775","0.46080002","0.61290324","634"
"451.02267","429.98334","0.40800002","0.61290324","651"
"488.04907","476.52972","0.40800002","0.61290324","667"
"521.032","519.87634","0.384","0.61290324","684"
"544.1044","553.7768","0.432","0.61290324","701"
"568.4464","586.8572","0.42240003","0.61290324","717"
"578.15985","600.30084","0.40320003","0.61290324","734"
"607.02734","632.1054","0.34080002","0.58064514","751"
"639.60767","667.2577","0.2784","0.58064514","768"
"667.0249","690.28815","0.13440001","0.4516129","784"
