"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lou","nexus-79"
"253.0","458.0","lou","nexus-79"
"617.0","205.0","lou","nexus-79"
"461.0","346.0","lou","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"168.89285","331.4286","0.30240002","0.41935483","0"
"172.78546","342.331","0.5472","0.41935483","75"
"175.75142","347.30493","0.5616","0.516129","92"
"182.3019","358.03107","0.58080006","0.54838705","109"
"186.9779","365.66858","0.59040004","0.54838705","126"
"199.33604","384.70123","0.63360006","0.54838705","143"
"211.73534","405.5468","0.63360006","0.54838705","159"
"218.91228","418.88824","0.624","0.54838705","177"
"224.39764","426.7132","0.624","0.54838705","193"
"230.90576","432.2597","0.62880003","0.54838705","210"
"236.69382","436.26776","0.63360006","0.54838705","226"
"240.60202","436.85718","0.64320004","0.54838705","243"
"247.10202","435.31677","0.67200005","0.54838705","260"
"268.39548","426.5547","0.6624","0.54838705","277"
"292.1978","414.60187","0.6768","0.54838705","293"
"315.61804","399.40332","0.68640006","0.61290324","310"
"345.39786","379.89398","0.68160003","0.61290324","327"
"376.5473","358.7337","0.6624","0.61290324","343"
"409.9541","334.86475","0.6768","0.61290324","360"
"428.5274","322.58044","0.6672","0.61290324","377"
"466.72095","293.6471","0.6528","0.61290324","393"
"507.59796","265.7716","0.62880003","0.61290324","410"
"532.2089","249.19446","0.63360006","0.61290324","427"
"554.27155","236.13617","0.60480005","0.6451613","444"
"575.403","223.54782","0.59040004","0.61290324","460"
"588.525","216.14798","0.60480005","0.61290324","477"
"594.68054","213.62192","0.6144","0.61290324","494"
"600.47473","211.6081","0.624","0.61290324","511"
"604.68896","209.67502","0.648","0.61290324","527"
"606.77264","209.7143","0.648","0.61290324","544"
"608.1786","210.40866","0.6384","0.61290324","561"
"606.7876","214.09924","0.61920005","0.61290324","580"
"602.88416","219.90967","0.624","0.61290324","597"
"596.29596","229.1163","0.648","0.61290324","613"
"588.6175","239.1778","0.648","0.61290324","630"
"560.5428","272.2551","0.65760005","0.61290324","647"
"530.31696","308.21478","0.6672","0.61290324","663"
"510.85114","330.19745","0.6672","0.61290324","680"
"492.419","353.16412","0.6528","0.61290324","697"
"479.4202","370.11566","0.624","0.61290324","714"
"465.2704","387.04004","0.384","0.54838705","730"
"458.82675","394.9676","0.2976","0.516129","747"
"458.17856","395.7143","0.2256","0.4516129","749"
