"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","tim","nexus-80"
"253.0","458.0","tim","nexus-80"
"617.0","205.0","tim","nexus-80"
"461.0","346.0","tim","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"143.0","347.7143","0.1296","0.19354838","0"
"143.35068","357.81616","0.2592","0.19354838","119"
"147.18456","361.53522","0.2592","0.19354838","133"
"151.43631","366.71973","0.264","0.19354838","146"
"156.96567","373.01892","0.2544","0.19354838","160"
"162.6926","381.20654","0.2544","0.19354838","174"
"173.89261","392.68542","0.24960001","0.22580644","200"
"179.60715","399.5714","0.2592","0.22580644","212"
"187.81583","408.7375","0.24000001","0.22580644","233"
"201.09492","421.4854","0.23520002","0.19354838","250"
"208.5283","432.56256","0.24000001","0.19354838","266"
"216.71028","442.6349","0.23520002","0.19354838","283"
"221.91212","451.2256","0.23040001","0.19354838","300"
"226.94669","458.74042","0.216","0.19354838","317"
"230.5","463.85712","0.216","0.19354838","328"
"233.89282","467.54285","0.22080001","0.19354838","350"
"237.81433","472.32922","0.23040001","0.19354838","367"
"241.8938","475.22375","0.24000001","0.19354838","383"
"244.91348","477.26556","0.23520002","0.19354838","399"
"248.32935","478.0","0.24000001","0.19354838","416"
"252.78647","477.5882","0.2592","0.19354838","433"
"257.73212","477.14288","0.24000001","0.19354838","445"
"264.095","474.35663","0.23520002","0.19354838","466"
"276.32352","467.71997","0.24960001","0.19354838","483"
"293.93567","454.04877","0.2592","0.22580644","499"
"312.48026","442.70142","0.264","0.22580644","516"
"330.1931","431.2768","0.264","0.22580644","533"
"351.33545","417.37","0.2784","0.22580644","549"
"374.8126","399.59967","0.28320003","0.22580644","566"
"385.49188","391.76154","0.28320003","0.22580644","583"
"417.06076","369.6026","0.2784","0.22580644","599"
"454.16702","345.3529","0.26880002","0.22580644","616"
"476.81204","330.73547","0.26880002","0.22580644","633"
"505.0528","308.956","0.264","0.22580644","649"
"528.1829","294.29376","0.2736","0.22580644","666"
"549.0149","279.30087","0.2928","0.22580644","683"
"562.6429","271.4286","0.2928","0.22580644","695"
"581.0963","259.5577","0.28320003","0.19354838","716"
"607.1265","244.46582","0.28320003","0.19354838","732"
"618.8826","237.57632","0.26880002","0.22580644","749"
"632.327","231.70105","0.264","0.22580644","766"
"639.7855","226.34299","0.2544","0.22580644","782"
"645.4893","223.09085","0.24480002","0.22580644","799"
"647.91077","221.2857","0.24480002","0.22580644","812"
"649.3392","220.85715","0.23520002","0.22580644","832"
"648.2675","224.4578","0.24480002","0.22580644","866"
"645.9979","227.95828","0.24000001","0.22580644","882"
"641.8364","232.25986","0.24480002","0.22580644","899"
"635.6317","239.71716","0.2544","0.22580644","916"
"626.4214","249.96576","0.2592","0.22580644","932"
"621.3651","252.7695","0.264","0.22580644","949"
"610.53625","262.308","0.2592","0.22580644","966"
"596.5211","274.04825","0.2544","0.22580644","982"
"586.07526","284.23828","0.264","0.22580644","999"
"577.4654","291.07343","0.264","0.22580644","1016"
"566.4682","299.5193","0.264","0.22580644","1032"
"556.70184","306.77753","0.2592","0.22580644","1049"
"551.57025","309.7434","0.264","0.22580644","1066"
"543.0905","315.528","0.2592","0.19354838","1082"
"533.6979","321.6261","0.2592","0.19354838","1099"
"525.6594","328.0567","0.2544","0.19354838","1116"
"518.24243","334.62445","0.2544","0.19354838","1132"
"511.77405","339.97693","0.264","0.19354838","1149"
"504.3999","347.0561","0.23040001","0.19354838","1166"
"500.06226","351.22028","0.216","0.19354838","1182"
"495.56757","358.2132","0.13440001","0.19354838","1199"
"491.21423","363.14282","0.0864","0.19354838","1213"
