"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","tim","nexus-80"
"340.0","367.0","tim","nexus-80"
"439.0","650.0","tim","nexus-80"
"106.0","619.0","tim","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"550.1428","697.4286","0.0816","0.19354838","0"
"540.07587","696.3357","0.192","0.19354838","70"
"538.9822","695.28577","0.19680001","0.19354838","78"
"537.279","692.4443","0.20160002","0.19354838","99"
"534.56757","687.6192","0.2064","0.19354838","114"
"532.2831","684.5676","0.216","0.19354838","123"
"527.30005","677.21375","0.23040001","0.19354838","140"
"520.5565","669.84375","0.23040001","0.19354838","156"
"514.2159","657.3874","0.23520002","0.19354838","173"
"507.47424","642.30164","0.24960001","0.19354838","190"
"503.42053","635.81573","0.24000001","0.19354838","206"
"496.59753","623.7644","0.24000001","0.19354838","223"
"485.3459","604.73267","0.24000001","0.19354838","240"
"475.65338","587.9291","0.2544","0.22580644","256"
"466.823","572.23694","0.2592","0.22580644","273"
"457.34933","560.359","0.2592","0.22580644","289"
"447.26126","538.84717","0.2736","0.22580644","306"
"441.6607","527.71423","0.2736","0.22580644","320"
"437.45547","516.9489","0.2736","0.22580644","339"
"428.13776","496.82776","0.2784","0.22580644","356"
"421.61258","481.50763","0.2736","0.22580644","373"
"415.65726","466.71558","0.28800002","0.22580644","389"
"410.99414","457.7574","0.28800002","0.22580644","406"
"403.50256","438.81885","0.2784","0.22580644","423"
"397.92496","426.45135","0.28800002","0.22580644","439"
"395.6869","421.4486","0.28800002","0.22580644","456"
"388.41663","409.5238","0.2784","0.22580644","473"
"381.84265","399.00537","0.2784","0.22580644","489"
"376.6859","388.469","0.26880002","0.22580644","506"
"371.84415","382.8213","0.2736","0.22580644","523"
"367.98627","373.40222","0.26880002","0.22580644","539"
"363.66406","365.8991","0.26880002","0.22580644","556"
"361.5451","361.03522","0.264","0.22580644","573"
"360.72617","359.46277","0.2592","0.22580644","589"
"358.487","355.16364","0.2592","0.22580644","606"
"356.42017","352.88336","0.2592","0.22580644","623"
"356.39285","350.99683","0.264","0.22580644","639"
"356.39285","349.85712","0.2736","0.22580644","650"
"356.39285","352.5174","0.28800002","0.22580644","689"
"357.73212","355.42853","0.2928","0.22580644","702"
"360.35614","360.46667","0.2976","0.22580644","723"
"368.1574","377.3913","0.28320003","0.22580644","739"
"377.23944","399.28052","0.26880002","0.22580644","756"
