"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","lyle","nexus-79"
"340.0","367.0","lyle","nexus-79"
"439.0","650.0","lyle","nexus-79"
"106.0","619.0","lyle","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"523.3571","714.5714","0.2976","0.41935483","0"
"520.6786","700.2234","0.68160003","0.48387095","56"
"519.36096","689.0238","0.68640006","0.516129","71"
"516.31726","667.1152","0.7056","0.516129","88"
"514.3019","657.3918","0.73440003","0.516129","105"
"504.38257","633.0054","0.73440003","0.516129","122"
"491.2038","602.2656","0.76320004","0.516129","139"
"479.75964","582.86426","0.7584","0.516129","155"
"465.04593","558.8528","0.768","0.516129","172"
"451.67935","533.64716","0.7824","0.54838705","189"
"432.66467","500.49005","0.78720003","0.58064514","206"
"417.9749","480.53833","0.7824","0.61290324","222"
"410.3569","469.56537","0.78720003","0.6451613","239"
"390.54648","443.40692","0.7824","0.61290324","256"
"375.87943","422.2948","0.7824","0.61290324","272"
"363.69608","403.03625","0.7728","0.61290324","289"
"352.36057","388.40918","0.79200006","0.61290324","306"
"345.39926","378.41028","0.80640006","0.61290324","323"
"339.9868","371.00024","0.8112","0.61290324","339"
"335.9933","365.84497","0.8256","0.61290324","356"
"333.7984","362.6187","0.8256","0.61290324","373"
"332.80716","361.07202","0.8256","0.61290324","390"
"330.9464","359.28577","0.8256","0.61290324","406"
"333.06143","364.5199","0.7968","0.61290324","440"
"335.8937","372.65912","0.80160004","0.6451613","457"
"347.3013","399.3145","0.79200006","0.61290324","473"
"365.47607","444.76538","0.7824","0.61290324","490"
"377.18835","480.52484","0.75360006","0.61290324","507"
"382.27356","494.67346","0.75360006","0.61290324","523"
"395.2174","529.44006","0.77760005","0.6451613","540"
"412.31415","571.964","0.8112","0.61290324","557"
"420.01678","589.01514","0.80640006","0.61290324","575"
"427.3806","603.1536","0.7824","0.61290324","592"
"434.77695","617.8661","0.7728","0.61290324","609"
"440.14053","629.28015","0.768","0.61290324","626"
"443.0","634.8572","0.77760005","0.61290324","638"
"444.40775","641.4829","0.80160004","0.61290324","659"
"446.45355","647.3748","0.8112","0.61290324","676"
"446.5714","651.7298","0.81600004","0.61290324","693"
"446.5714","655.7913","0.82080007","0.61290324","709"
"445.46826","660.1181","0.8256","0.61290324","726"
"441.94016","661.9373","0.8112","0.61290324","743"
"434.7808","664.04407","0.80640006","0.61290324","759"
"430.0786","664.9381","0.8112","0.61290324","776"
"398.65793","663.2461","0.79200006","0.61290324","793"
"348.03488","657.10254","0.77760005","0.6451613","810"
"304.35242","650.3732","0.79200006","0.6774193","826"
"273.66016","645.11896","0.7968","0.6774193","843"
"227.43701","637.4394","0.81600004","0.61290324","860"
"181.97443","631.99866","0.81600004","0.61290324","877"
"158.90837","630.2956","0.82080007","0.61290324","893"
"144.81819","630.5714","0.8256","0.61290324","910"
"118.47","630.5714","0.75360006","0.61290324","927"
"106.39285","631.0","0.47520003","0.54838705","942"
