"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lyle","nexus-79"
"360.0","281.0","lyle","nexus-79"
"178.0","102.0","lyle","nexus-79"
"649.0","664.0","lyle","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"664.4286","550.0","0.3072","0.41935483","0"
"655.5","549.1429","0.744","0.6774193","55"
"652.51953","547.2837","0.77760005","0.7419355","71"
"648.2361","544.7409","0.80640006","0.6774193","88"
"644.78577","541.4286","0.8496","0.61290324","102"
"639.4432","537.1534","0.85440004","0.61290324","122"
"624.356","519.553","0.8496","0.6451613","138"
"606.5549","499.98236","0.864","0.61290324","155"
"587.3289","481.9843","0.86880004","0.61290324","172"
"567.57465","462.87964","0.8352","0.7096774","189"
"546.8902","443.16315","0.83040005","0.6451613","205"
"526.0557","423.86157","0.8256","0.6451613","222"
"501.48212","400.4286","0.82080007","0.6774193","235"
"485.4574","385.0448","0.81600004","0.61290324","256"
"452.87393","355.7619","0.80160004","0.6774193","272"
"420.5152","327.39648","0.80640006","0.61290324","289"
"398.6286","306.09906","0.7824","0.6451613","306"
"380.79306","286.2174","0.77760005","0.61290324","322"
"354.7585","255.57458","0.768","0.6451613","339"
"336.83102","235.99118","0.7728","0.6451613","356"
"319.67905","219.04047","0.78720003","0.61290324","373"
"305.84406","206.15442","0.768","0.61290324","389"
"280.9314","184.12042","0.74880004","0.6774193","406"
"256.5815","164.04562","0.7584","0.61290324","423"
"243.35825","154.85788","0.7296","0.61290324","440"
"230.80695","146.25131","0.72","0.61290324","456"
"218.63142","139.04025","0.72","0.6451613","473"
"207.38406","132.7995","0.73920006","0.61290324","490"
"199.02885","128.17957","0.76320004","0.6451613","506"
"192.10715","126.14288","0.79200006","0.7096774","522"
"187.75272","125.714294","0.80640006","0.7419355","540"
"184.92834","126.60593","0.80160004","0.6451613","557"
"186.0908","131.53009","0.77760005","0.7096774","576"
"195.96573","144.7308","0.768","0.6451613","592"
"228.80927","181.93921","0.73920006","0.7096774","609"
"264.1499","218.01822","0.73920006","0.6774193","626"
"302.56174","255.7507","0.7584","0.61290324","643"
"337.64288","292.0","0.7728","0.61290324","659"
"360.0246","314.1662","0.79200006","0.61290324","676"
"412.21365","368.5188","0.77760005","0.6451613","693"
"456.73843","416.33405","0.77760005","0.61290324","710"
"496.0121","459.67078","0.75360006","0.61290324","726"
"525.4217","493.88983","0.75360006","0.61290324","743"
"544.12054","519.08777","0.76320004","0.61290324","760"
"554.99","535.8574","0.79200006","0.61290324","777"
"559.9273","545.6433","0.80160004","0.6451613","793"
"566.97986","562.55176","0.7728","0.6774193","810"
"581.1642","589.20905","0.624","0.6451613","826"
"587.6428","595.4286","0.47040004","0.58064514","830"
