"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","tim","nexus-79"
"516.0","278.0","tim","nexus-79"
"191.0","503.0","tim","nexus-79"
"627.0","704.0","tim","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"465.3214","586.0","0.096","0.22580644","0"
"466.99484","568.8059","0.2256","0.29032257","159"
"470.7349","556.6408","0.216","0.29032257","174"
"475.8431","536.5155","0.216","0.29032257","189"
"481.65356","512.3439","0.2064","0.29032257","204"
"488.3296","483.49463","0.20160002","0.2580645","221"
"493.4464","458.71423","0.20160002","0.19354838","238"
"497.40167","438.81177","0.20160002","0.19354838","255"
"508.1554","394.95074","0.20160002","0.19354838","272"
"514.10785","367.1289","0.24480002","0.22580644","289"
"516.2007","346.07825","0.23040001","0.22580644","305"
"518.0","323.28204","0.22080001","0.22580644","322"
"518.0","311.19153","0.22080001","0.22580644","339"
"518.0","301.74695","0.216","0.22580644","356"
"518.0","294.27594","0.21120001","0.22580644","372"
"518.0","291.69904","0.21120001","0.22580644","389"
"516.8076","287.13934","0.21120001","0.22580644","406"
"514.9203","284.75775","0.216","0.22580644","422"
"511.52448","283.4286","0.21120001","0.22580644","439"
"507.4914","283.4286","0.216","0.22580644","456"
"501.7473","286.11603","0.23520002","0.2580645","473"
"493.00818","291.99475","0.23520002","0.2580645","489"
"475.3751","303.18994","0.264","0.29032257","506"
"463.0499","312.56342","0.2544","0.29032257","523"
"439.65863","329.5376","0.23520002","0.2580645","540"
"403.25238","356.97772","0.2256","0.2580645","556"
"382.27814","372.18774","0.22080001","0.22580644","573"
"360.20593","386.70245","0.216","0.22580644","590"
"338.87448","400.85443","0.216","0.22580644","607"
"316.582","414.0351","0.216","0.22580644","623"
"297.6656","424.4104","0.2592","0.2580645","640"
"279.1607","437.71423","0.24000001","0.2580645","655"
"266.78787","443.60736","0.24000001","0.2580645","674"
"247.47607","454.5639","0.23040001","0.2580645","690"
"228.66873","464.82623","0.23520002","0.29032257","707"
"211.41487","475.1717","0.2256","0.2580645","725"
"200.60585","481.6762","0.2256","0.19354838","742"
"190.72528","489.6123","0.2256","0.19354838","759"
"183.89966","496.16492","0.216","0.19354838","775"
"179.1607","500.7143","0.216","0.19354838","789"
"176.56738","504.23444","0.216","0.19354838","809"
"175.14285","509.4666","0.216","0.19354838","826"
"175.88715","513.7147","0.216","0.19354838","842"
"178.64474","518.18555","0.23040001","0.22580644","859"
"187.43047","524.8083","0.22080001","0.22580644","876"
"208.6962","534.8499","0.216","0.22580644","893"
"233.74167","544.27386","0.21120001","0.19354838","909"
"253.7143","553.4286","0.21120001","0.19354838","923"
"269.97702","559.9971","0.24960001","0.22580644","943"
"317.42108","577.5908","0.23040001","0.22580644","960"
"347.79318","588.9566","0.23040001","0.22580644","976"
"370.1874","598.6214","0.2784","0.2580645","993"
"395.4006","610.72375","0.24960001","0.22580644","1010"
"421.6944","623.3447","0.23520002","0.19354838","1026"
"441.6753","633.5266","0.2544","0.22580644","1043"
"458.625","641.28577","0.23520002","0.22580644","1057"
"476.33527","650.9535","0.2256","0.22580644","1077"
"501.8003","662.6527","0.22080001","0.22580644","1093"
"525.22235","674.0087","0.2256","0.22580644","1110"
"541.73846","682.28754","0.2736","0.29032257","1127"
"556.8578","688.27454","0.2928","0.3548387","1144"
"572.73236","694.6001","0.2592","0.32258064","1160"
"587.5195","700.456","0.2544","0.32258064","1177"
"596.8295","703.6572","0.2784","0.3548387","1194"
"611.55426","708.3102","0.2544","0.29032257","1211"
"624.5281","712.44965","0.3312","0.3548387","1227"
"637.17194","716.9168","0.36960003","0.3548387","1244"
"655.11707","724.2098","0.34080002","0.3548387","1261"
"668.4464","729.1428","0.2544","0.32258064","1277"
