"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","tim","nexus-79"
"253.0","458.0","tim","nexus-79"
"617.0","205.0","tim","nexus-79"
"461.0","346.0","tim","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"140.32143","381.14288","0.052800003","0.19354838","0"
"141.45978","392.99274","0.120000005","0.19354838","39"
"143.07115","394.85718","0.110400006","0.16129032","51"
"145.13678","396.64838","0.110400006","0.16129032","63"
"148.9863","402.72095","0.124800004","0.12903225","74"
"158.18457","413.43622","0.1392","0.12903225","90"
"163.0893","419.7143","0.1536","0.12903225","104"
"169.6149","428.74182","0.15840001","0.12903225","124"
"179.34642","441.58282","0.1632","0.12903225","141"
"187.12512","452.09296","0.16800001","0.12903225","157"
"194.74113","459.10004","0.1632","0.12903225","174"
"203.06927","467.0951","0.1632","0.12903225","190"
"211.26802","474.10876","0.1632","0.12903225","207"
"216.93752","481.26575","0.1536","0.12903225","225"
"219.69629","485.88556","0.1536","0.12903225","241"
"225.43106","494.27216","0.1488","0.12903225","258"
"229.6336","500.32385","0.1488","0.12903225","275"
"234.3483","505.69434","0.14400001","0.12903225","292"
"239.06076","510.21838","0.1536","0.12903225","308"
"242.79303","511.7578","0.1488","0.12903225","325"
"247.53885","514.03577","0.14400001","0.12903225","342"
"250.14285","514.0","0.1488","0.12903225","352"
"257.34216","511.62933","0.1488","0.12903225","375"
"267.90552","506.68304","0.1536","0.12903225","392"
"278.08853","501.67474","0.1536","0.12903225","409"
"293.02234","491.08673","0.1632","0.12903225","426"
"313.58047","474.63324","0.1632","0.12903225","442"
"330.65427","461.59088","0.1632","0.12903225","459"
"343.89288","451.0","0.16800001","0.12903225","475"
"351.6408","444.59888","0.16800001","0.12903225","493"
"383.87378","418.15625","0.1728","0.12903225","509"
"405.13254","399.00824","0.17760001","0.12903225","526"
"424.77625","382.35193","0.17760001","0.12903225","543"
"442.33176","365.49866","0.18720001","0.12903225","560"
"459.903","348.63025","0.1824","0.12903225","577"
"477.92795","334.3853","0.17760001","0.12903225","593"
"488.0196","323.4765","0.17760001","0.12903225","610"
"504.94586","307.1034","0.1728","0.12903225","627"
"524.17883","289.01312","0.1824","0.12903225","644"
"543.5297","271.77716","0.1824","0.12903225","660"
"560.2741","255.70258","0.18720001","0.12903225","677"
"573.46094","244.63126","0.18720001","0.12903225","694"
"583.7513","235.16016","0.192","0.12903225","711"
"594.78564","226.42859","0.192","0.12903225","726"
"602.5491","222.21405","0.192","0.12903225","744"
"610.58966","216.33542","0.192","0.12903225","761"
"618.1957","211.01761","0.19680001","0.12903225","777"
"624.732","206.83435","0.19680001","0.12903225","794"
"629.2532","204.91125","0.216","0.16129032","810"
"631.4215","203.7143","0.20160002","0.16129032","827"
"633.5973","203.7143","0.19680001","0.16129032","844"
"634.8543","203.7143","0.192","0.16129032","861"
"635.8571","204.59698","0.1824","0.16129032","877"
"635.8571","206.69562","0.17760001","0.16129032","894"
"635.8571","208.67935","0.17760001","0.16129032","911"
"634.77844","212.82086","0.19680001","0.19354838","928"
"631.0113","219.26373","0.1824","0.19354838","944"
"626.62537","226.58218","0.1824","0.19354838","961"
"622.46423","234.57141","0.17760001","0.19354838","976"
"618.5064","239.06607","0.1728","0.19354838","995"
"610.3025","248.95126","0.17760001","0.19354838","1011"
"600.20264","260.22836","0.1824","0.19354838","1028"
"588.1815","272.52225","0.1824","0.19354838","1045"
"579.775","282.58423","0.1824","0.19354838","1062"
"570.5028","290.45447","0.1824","0.19354838","1078"
"560.75665","298.9536","0.18720001","0.19354838","1095"
"554.16064","304.0","0.18720001","0.19354838","1108"
"546.07996","310.82172","0.18720001","0.19354838","1129"
"532.24054","322.90057","0.18720001","0.19354838","1145"
"520.7248","332.76453","0.18720001","0.19354838","1162"
"509.9458","341.0428","0.192","0.19354838","1179"
"500.6228","348.96777","0.18720001","0.19354838","1195"
"491.30133","356.6516","0.18720001","0.19354838","1212"
"483.83167","362.51587","0.192","0.19354838","1229"
"480.61023","364.78662","0.18720001","0.19354838","1246"
"472.13327","369.73035","0.110400006","0.19354838","1262"
