"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","tim","nexus-79"
"340.0","367.0","tim","nexus-79"
"439.0","650.0","tim","nexus-79"
"106.0","619.0","tim","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"534.9643","665.7143","0.067200005","0.19354838","0"
"524.5168","658.38416","0.1392","0.19354838","123"
"517.8703","647.46533","0.1488","0.19354838","137"
"511.06305","635.84595","0.1536","0.19354838","152"
"503.34772","624.0435","0.15840001","0.19354838","167"
"497.5376","614.4265","0.1728","0.19354838","180"
"492.65588","605.05365","0.1728","0.19354838","197"
"479.53815","581.7421","0.1824","0.19354838","214"
"463.50208","556.1618","0.17760001","0.19354838","231"
"454.9823","544.20166","0.17760001","0.19354838","248"
"445.9407","529.8061","0.1728","0.19354838","265"
"438.1006","517.87524","0.16800001","0.19354838","281"
"431.23422","506.8891","0.1824","0.19354838","298"
"426.83655","497.19305","0.1824","0.19354838","315"
"418.67667","476.85767","0.1824","0.19354838","332"
"410.00516","458.85168","0.18720001","0.19354838","348"
"401.53778","444.86584","0.1728","0.19354838","365"
"396.7891","437.2751","0.1824","0.19354838","382"
"391.79855","425.40222","0.18720001","0.19354838","399"
"387.0323","416.26367","0.19680001","0.19354838","415"
"384.39404","411.76227","0.192","0.19354838","432"
"380.35538","404.00806","0.192","0.19354838","449"
"375.97458","396.05487","0.192","0.19354838","466"
"372.41306","390.47302","0.19680001","0.19354838","482"
"370.1514","384.41638","0.192","0.19354838","499"
"367.87225","380.0404","0.192","0.19354838","516"
"365.6935","378.07147","0.19680001","0.19354838","532"
"363.98212","376.4286","0.19680001","0.19354838","546"
"363.5357","373.90228","0.18720001","0.19354838","566"
"363.5357","377.50018","0.1728","0.19354838","599"
"364.52774","383.99994","0.1728","0.19354838","616"
"366.70697","392.07922","0.16800001","0.19354838","633"
"371.03024","405.46735","0.1632","0.19354838","650"
"375.14285","421.85718","0.15840001","0.19354838","665"
"383.10916","438.58295","0.1632","0.19354838","686"
"393.71384","465.3131","0.1728","0.19354838","703"
"401.44388","485.33063","0.17760001","0.19354838","720"
"408.27786","502.286","0.1632","0.19354838","736"
"414.37466","519.8447","0.16800001","0.19354838","753"
"422.55035","544.27545","0.16800001","0.19354838","770"
"423.8036","549.1429","0.15840001","0.19354838","783"
"430.1003","565.1346","0.16800001","0.19354838","803"
"438.19736","585.81354","0.16800001","0.19354838","820"
"443.15952","599.3166","0.1728","0.19354838","837"
"447.29572","611.067","0.1728","0.19354838","853"
"449.72766","618.23285","0.18720001","0.19354838","870"
"451.92856","625.05347","0.18720001","0.19354838","887"
"451.92856","628.404","0.192","0.19354838","904"
"452.8214","632.70013","0.18720001","0.19354838","920"
"453.7143","637.37634","0.192","0.19354838","937"
"453.7143","640.6553","0.192","0.19354838","954"
"453.7143","643.63245","0.18720001","0.19354838","971"
"453.7143","645.908","0.192","0.19354838","987"
"453.29123","648.1204","0.18720001","0.19354838","1004"
"452.06668","649.29596","0.18720001","0.19354838","1021"
"448.66098","649.4286","0.1824","0.19354838","1038"
"443.86777","649.4286","0.1728","0.19354838","1054"
"437.3714","649.4286","0.16800001","0.19354838","1071"
"428.4969","648.1868","0.16800001","0.19354838","1088"
"418.11078","646.02124","0.16800001","0.19354838","1105"
"404.73035","641.34485","0.1824","0.19354838","1121"
"396.34814","637.70404","0.1824","0.19354838","1138"
"372.3429","630.9055","0.18720001","0.19354838","1155"
"348.83615","624.0906","0.18720001","0.19354838","1172"
"333.97272","620.25415","0.18720001","0.19354838","1188"
"316.4197","616.6043","0.18720001","0.19354838","1205"
"302.02695","614.30145","0.18720001","0.19354838","1222"
"287.44598","611.9685","0.1824","0.19354838","1238"
"280.71643","610.0693","0.1824","0.19354838","1255"
"264.62494","607.2614","0.192","0.19354838","1272"
"249.16483","604.498","0.19680001","0.19354838","1289"
"237.1448","602.19006","0.19680001","0.19354838","1305"
"225.34024","601.4286","0.192","0.19354838","1322"
"214.24255","600.0982","0.19680001","0.19354838","1339"
"203.25948","598.59845","0.2064","0.19354838","1356"
"197.59138","598.8572","0.21120001","0.19354838","1372"
"185.75096","598.8572","0.19680001","0.19354838","1389"
"171.79333","598.8572","0.192","0.19354838","1406"
"159.5234","597.1429","0.20160002","0.19354838","1423"
"146.86578","596.2857","0.2064","0.19354838","1439"
"135.08917","595.4526","0.20160002","0.19354838","1456"
"125.14285","595.4286","0.19680001","0.19354838","1471"
"117.85976","595.4286","0.18720001","0.19354838","1490"
"107.94972","594.5714","0.1392","0.19354838","1506"
"100.589294","593.7143","0.072000004","0.16129032","1522"
