"ChallengeX","ChallengeY","Tester Name","Device Name"
"580.0","863.0","Sean","nexus-08"
"548.0","184.0","Sean","nexus-08"
"620.0","425.0","Sean","nexus-08"
"255.0","218.0","Sean","nexus-08"
"X","Y","PRESSURE"
"582.75","711.6667","0.1296"
"587.74255","736.888","0.28800002"
"591.3615","753.1508","0.19680001"
"596.5","769.8485","0.110400006"
