"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","lou","nexus-59"
"340.0","367.0","lou","nexus-59"
"439.0","650.0","lou","nexus-59"
"106.0","619.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"519.7857","650.0","0.1824","0.41935483","0"
"508.79474","649.0101","0.36","0.41935483","66"
"505.9884","646.6521","0.384","0.41935483","83"
"503.34546","642.93774","0.40800002","0.41935483","100"
"498.4854","630.6142","0.4128","0.41935483","117"
"492.13354","613.6601","0.4512","0.41935483","134"
"487.1964","601.5714","0.4848","0.41935483","150"
"483.4013","592.2845","0.504","0.41935483","168"
"473.18927","567.49896","0.5856","0.41935483","184"
"464.08386","542.7216","0.648","0.41935483","201"
"455.26038","517.3099","0.65760005","0.41935483","218"
"445.9593","493.09418","0.648","0.41935483","235"
"433.51797","467.22308","0.6528","0.516129","252"
"421.50854","443.328","0.67200005","0.516129","269"
"414.85382","431.38794","0.68160003","0.516129","287"
"405.74924","416.7257","0.68640006","0.54838705","303"
"390.32166","396.16357","0.6768","0.61290324","320"
"380.2925","384.94366","0.6672","0.61290324","337"
"371.68347","374.77728","0.68640006","0.61290324","354"
"363.4183","367.03015","0.71040004","0.61290324","370"
"355.91486","359.82684","0.72","0.61290324","387"
"349.2737","354.5866","0.72","0.61290324","404"
"347.4593","352.99762","0.71040004","0.61290324","421"
"344.8986","353.3202","0.7152","0.61290324","438"
"342.75665","356.70087","0.72480005","0.61290324","455"
"342.10715","364.04834","0.72","0.61290324","472"
"345.31644","382.6634","0.68640006","0.61290324","489"
"350.50607","410.8863","0.6144","0.61290324","506"
"365.9536","456.30872","0.5568","0.61290324","523"
"372.9107","483.7143","0.5184","0.61290324","536"
"379.38452","512.2174","0.5088","0.61290324","556"
"389.79965","559.6106","0.504","0.61290324","575"
"393.44614","585.712","0.49920002","0.61290324","593"
"395.6871","604.6452","0.48000002","0.61290324","609"
"395.67856","618.6821","0.4656","0.61290324","626"
"395.67856","628.6737","0.4848","0.61290324","643"
"395.67856","635.8571","0.48960003","0.61290324","659"
"394.0927","639.1387","0.48960003","0.61290324","677"
"391.92908","643.4848","0.48960003","0.61290324","694"
"389.69443","647.7752","0.4848","0.61290324","711"
"385.6785","650.08575","0.47040004","0.61290324","728"
"379.97977","650.8572","0.48960003","0.61290324","745"
"370.82587","650.02826","0.53760004","0.61290324","762"
"351.41916","646.52454","0.57600003","0.6451613","778"
"334.69965","642.1416","0.60480005","0.61290324","795"
"307.60822","635.5389","0.6","0.61290324","812"
"254.98773","623.5129","0.61920005","0.61290324","829"
"203.8995","612.8587","0.62880003","0.61290324","846"
"173.23055","606.6839","0.5616","0.61290324","863"
"137.2528","599.92957","0.36","0.54838705","880"
"127.82143","598.5714","0.2736","0.48387095","883"
