"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","lou","nexus-59"
"274.0","724.0","lou","nexus-59"
"356.0","105.0","lou","nexus-59"
"454.0","391.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"258.17856","699.7143","0.22080001","0.41935483","0"
"261.7958","691.03296","0.61920005","0.4516129","68"
"267.19278","677.1819","0.67200005","0.4516129","85"
"271.77176","662.08795","0.6912","0.4516129","102"
"277.0855","639.1965","0.72480005","0.4516129","118"
"288.11728","585.02405","0.76320004","0.516129","137"
"295.60638","540.5312","0.78720003","0.54838705","154"
"303.5196","492.98633","0.80640006","0.58064514","171"
"311.89957","443.17407","0.80640006","0.61290324","188"
"319.04587","393.39624","0.80640006","0.61290324","205"
"325.2826","349.06097","0.8352","0.61290324","222"
"328.46332","326.82935","0.8496","0.61290324","239"
"334.58963","288.81213","0.85440004","0.61290324","256"
"343.3254","247.1589","0.85440004","0.61290324","273"
"346.7273","227.08847","0.84000003","0.61290324","290"
"349.23975","211.18222","0.8256","0.6774193","306"
"352.2466","196.20721","0.82080007","0.7419355","323"
"355.6151","181.61325","0.8112","0.7419355","340"
"357.50992","172.35242","0.7968","0.6774193","357"
"358.67096","167.25198","0.79200006","0.6451613","374"
"359.9643","161.53851","0.78720003","0.61290324","391"
"361.95743","157.80087","0.78720003","0.61290324","408"
"364.12018","156.2857","0.80160004","0.6451613","425"
"366.14236","157.07379","0.8352","0.6774193","442"
"368.24738","162.14105","0.8352","0.6451613","458"
"374.49478","175.24304","0.8352","0.61290324","475"
"384.0714","196.57144","0.8112","0.6451613","489"
"398.10995","232.75333","0.75360006","0.61290324","509"
"420.76376","291.84625","0.69600004","0.61290324","526"
"440.34915","344.07104","0.5616","0.58064514","543"
"456.73145","393.30017","0.48000002","0.58064514","560"
"474.27988","441.77484","0.28800002","0.516129","577"
"477.8214","450.2857","0.216","0.4516129","584"
