"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lou","nexus-59"
"360.0","281.0","lou","nexus-59"
"178.0","102.0","lou","nexus-59"
"649.0","664.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"637.6428","528.2857","0.216","0.41935483","0"
"628.22797","526.478","0.65760005","0.41935483","72"
"626.4946","524.4406","0.68160003","0.41935483","89"
"624.51654","523.2708","0.70080006","0.41935483","106"
"619.73865","520.54126","0.7296","0.48387095","122"
"612.65485","515.2663","0.744","0.48387095","137"
"599.42944","505.41296","0.79200006","0.48387095","154"
"576.50916","487.5927","0.78720003","0.48387095","171"
"549.3599","463.2484","0.80160004","0.48387095","187"
"524.02435","437.94037","0.7968","0.48387095","204"
"494.99316","406.8672","0.8112","0.54838705","221"
"482.0713","393.50848","0.8352","0.54838705","238"
"464.64047","372.32935","0.83040005","0.54838705","255"
"435.6163","334.5489","0.84480006","0.58064514","272"
"409.6976","299.04456","0.85920006","0.61290324","289"
"390.60376","274.3533","0.8352","0.61290324","306"
"369.17484","246.18262","0.85920006","0.61290324","323"
"354.59476","227.41373","0.8784","0.61290324","340"
"338.3584","207.93008","0.88320005","0.6451613","356"
"328.72913","195.61221","0.89760005","0.6774193","373"
"316.56644","180.82303","0.9168","0.6774193","390"
"300.35855","162.41153","0.8496","0.61290324","407"
"284.19925","146.12271","0.85440004","0.6774193","424"
"271.8981","134.3136","0.88320005","0.7419355","441"
"256.6438","121.356995","0.89760005","0.6774193","458"
"235.62936","106.33264","0.86880004","0.7096774","475"
"222.54","99.510925","0.87360007","0.6451613","492"
"214.30634","95.745636","0.88320005","0.61290324","509"
"204.23378","91.59482","0.89760005","0.61290324","525"
"193.29037","87.825806","0.89760005","0.61290324","542"
"186.02328","86.85715","0.9024","0.61290324","559"
"181.39723","87.28363","0.92160004","0.6774193","576"
"178.20174","89.55554","0.9696","0.61290324","593"
"177.82143","93.78534","1.008","0.6451613","610"
"180.04279","103.32092","0.98880005","0.6451613","627"
"188.53572","122.85715","0.97440004","0.6451613","640"
"207.99846","159.74219","0.9552","0.61290324","661"
"241.91846","210.91339","0.89280003","0.61290324","678"
"275.27933","258.269","0.85440004","0.6451613","694"
"307.342","301.7234","0.82080007","0.61290324","711"
"340.8783","342.95398","0.768","0.61290324","728"
"385.72693","393.79657","0.73440003","0.61290324","745"
"435.7356","444.08057","0.6912","0.61290324","762"
"477.375","483.71423","0.67200005","0.61290324","776"
"506.7881","512.32324","0.62880003","0.61290324","796"
"558.403","563.66565","0.5424","0.61290324","813"
"600.72766","605.99005","0.504","0.61290324","830"
"634.08844","649.835","0.30240002","0.54838705","847"
"637.6428","655.1429","0.23040001","0.48387095","849"
