"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lou","nexus-59"
"360.0","281.0","lou","nexus-59"
"178.0","102.0","lou","nexus-59"
"649.0","664.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"661.75","532.5714","0.17760001","0.41935483","0"
"650.8961","532.5714","0.4848","0.41935483","45"
"646.6645","532.5714","0.51360005","0.41935483","60"
"643.0566","530.88434","0.5568","0.41935483","74"
"638.23486","530.47516","0.59040004","0.41935483","91"
"633.30646","528.34705","0.5952","0.41935483","108"
"626.84436","525.9461","0.6096","0.41935483","125"
"618.538","521.3956","0.6384","0.41935483","142"
"612.90356","517.34314","0.6528","0.41935483","159"
"596.8043","504.74408","0.70080006","0.41935483","176"
"574.78595","485.7202","0.7056","0.41935483","193"
"554.03784","466.16528","0.74880004","0.4516129","210"
"533.0653","447.27356","0.7584","0.4516129","227"
"512.79156","429.07935","0.744","0.4516129","244"
"494.11035","410.66345","0.7728","0.48387095","261"
"478.26785","393.7143","0.8112","0.48387095","277"
"467.37924","380.63403","0.80640006","0.48387095","295"
"433.71384","337.6811","0.8256","0.516129","311"
"409.51144","306.11652","0.8256","0.54838705","328"
"390.43292","284.97614","0.82080007","0.61290324","345"
"371.92407","265.4814","0.84480006","0.61290324","362"
"353.84393","248.54059","0.88320005","0.6774193","379"
"336.0027","232.26862","0.9024","0.7419355","396"
"318.0","214.14288","0.9024","0.6774193","412"
"307.62714","202.30539","0.9024","0.6451613","430"
"281.4127","172.74127","0.8784","0.61290324","447"
"263.4046","148.96552","0.9024","0.61290324","464"
"250.0965","133.95554","0.9408001","0.61290324","481"
"238.69434","123.00943","0.9408001","0.6774193","497"
"227.01431","112.49716","0.93600005","0.7419355","514"
"218.95163","105.75662","0.9408001","0.80645156","531"
"210.8926","99.9541","0.97920007","0.7096774","548"
"208.0087","98.177","0.98880005","0.7419355","565"
"201.82181","94.21741","1.0224","0.7419355","584"
"196.53067","90.831055","1.0464001","0.7419355","601"
"191.8874","88.89453","1.0512","0.6774193","618"
"188.5313","87.714294","1.0608001","0.6774193","635"
"185.6839","87.714294","1.0848","0.6774193","652"
"183.51999","89.63019","1.1232","0.7419355","669"
"183.17857","93.48636","1.1136","0.80645156","686"
"185.84473","102.25","1.0224","0.83870965","703"
"194.34193","119.433655","0.97920007","0.83870965","720"
"231.46909","172.48257","0.84000003","0.7741935","737"
"271.6512","222.46866","0.7728","0.7419355","754"
"311.8874","269.14404","0.72480005","0.6774193","770"
"352.98322","312.52234","0.6624","0.6451613","787"
"401.14398","360.38965","0.6384","0.61290324","804"
"447.14227","406.68738","0.5856","0.61290324","821"
"479.60712","439.5714","0.51360005","0.58064514","835"
"514.20654","475.17993","0.504","0.58064514","855"
"560.091","528.26025","0.4656","0.58064514","872"
"596.56354","574.13336","0.46080002","0.58064514","889"
"629.3764","614.10596","0.3792","0.58064514","906"
"650.57294","640.0464","0.3264","0.58064514","923"
"683.46747","672.0336","0.1728","0.48387095","939"
"685.8571","674.0","0.1296","0.41935483","942"
