"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","lou","nexus-59"
"516.0","278.0","lou","nexus-59"
"191.0","503.0","lou","nexus-59"
"627.0","704.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"480.5","542.0","0.26880002","0.41935483","0"
"478.40436","520.64233","0.59040004","0.48387095","68"
"484.22925","493.86444","0.63360006","0.48387095","85"
"488.47217","477.94293","0.64320004","0.48387095","102"
"499.80884","428.7461","0.6144","0.4516129","119"
"508.9037","381.9167","0.6528","0.4516129","136"
"513.6322","353.6834","0.69600004","0.4516129","153"
"518.043","327.46613","0.70080006","0.4516129","170"
"522.315","303.64563","0.71040004","0.516129","187"
"525.44403","291.1258","0.72","0.58064514","203"
"527.375","281.85718","0.72","0.58064514","219"
"527.8214","279.14658","0.72","0.58064514","237"
"527.5365","275.15503","0.72","0.58064514","254"
"525.483","273.1837","0.73920006","0.6451613","271"
"523.26953","271.14285","0.75360006","0.61290324","288"
"518.9341","271.14285","0.7584","0.61290324","305"
"514.6831","271.87784","0.744","0.61290324","322"
"506.91498","274.19952","0.73920006","0.6451613","339"
"500.28943","276.7437","0.73920006","0.61290324","356"
"484.84656","283.27216","0.7584","0.61290324","373"
"441.81653","307.18854","0.77760005","0.61290324","389"
"414.80505","324.32703","0.7584","0.61290324","406"
"378.09653","348.57117","0.76320004","0.61290324","423"
"348.8415","368.70313","0.7824","0.61290324","440"
"314.67957","394.14056","0.80640006","0.61290324","457"
"291.10458","411.3647","0.8112","0.6774193","474"
"279.47192","420.3919","0.84000003","0.61290324","491"
"250.35208","441.66156","0.84000003","0.6451613","508"
"225.68884","458.74738","0.87360007","0.7096774","525"
"213.53372","468.28766","0.90720004","0.7096774","542"
"206.64664","474.89923","0.90720004","0.6451613","559"
"201.53748","480.66113","0.89760005","0.61290324","578"
"199.25","484.76776","0.88320005","0.61290324","595"
"199.25","488.0","0.86880004","0.61290324","609"
"200.57393","490.98523","0.88320005","0.61290324","629"
"213.58846","501.46234","0.8880001","0.6774193","646"
"243.2768","519.5309","0.89280003","0.6774193","662"
"289.08862","544.9311","0.8352","0.61290324","679"
"336.69583","570.4888","0.76320004","0.61290324","696"
"383.9257","593.8988","0.68640006","0.61290324","713"
"444.88998","624.33575","0.58080006","0.61290324","730"
"485.61005","643.8814","0.5328","0.61290324","747"
"541.5456","671.42676","0.47520003","0.61290324","764"
"602.0818","698.7978","0.3792","0.61290324","781"
"634.69135","714.94635","0.31680003","0.61290324","798"
"656.86426","725.90924","0.2736","0.61290324","815"
"678.49084","735.3571","0.1536","0.48387095","832"
"682.2857","736.5714","0.120000005","0.4516129","836"
