"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lou","nexus-59"
"360.0","281.0","lou","nexus-59"
"178.0","102.0","lou","nexus-59"
"649.0","664.0","lou","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"637.6428","534.2857","0.24960001","0.41935483","0"
"626.18353","531.7853","0.24960001","0.41935483","47"
"621.0379","530.115","0.24960001","0.41935483","61"
"616.67773","528.7198","0.24960001","0.41935483","75"
"610.22394","526.26746","0.5952","0.38709676","93"
"598.3857","517.4113","0.62880003","0.38709676","110"
"576.771","495.56305","0.63360006","0.38709676","127"
"545.85944","462.974","0.6624","0.38709676","144"
"528.70624","442.27625","0.68160003","0.38709676","161"
"502.31866","410.87427","0.7056","0.4516129","177"
"475.67603","378.2395","0.72480005","0.4516129","194"
"464.5267","364.8559","0.73440003","0.48387095","211"
"429.72205","324.73505","0.75360006","0.54838705","228"
"396.88943","289.19635","0.75360006","0.58064514","245"
"360.1989","252.86002","0.7968","0.61290324","262"
"322.56323","219.58313","0.8112","0.61290324","279"
"301.0248","201.01917","0.8112","0.6451613","296"
"273.6825","176.65738","0.8256","0.7096774","313"
"253.78772","158.40076","0.8352","0.6451613","330"
"244.46854","148.33606","0.8352","0.61290324","347"
"228.3768","128.94739","0.84000003","0.7096774","363"
"215.77702","112.05112","0.83040005","0.6451613","380"
"209.0751","102.0047","0.8352","0.6451613","397"
"204.34975","95.48651","0.85440004","0.7096774","414"
"201.94849","92.019135","0.85920006","0.7741935","431"
"200.58926","90.714294","0.864","0.7096774","445"
"201.0357","92.898315","0.92160004","0.7419355","465"
"201.80855","95.94003","0.9312","0.7741935","482"
"207.2873","107.43201","0.88320005","0.6774193","499"
"235.8584","156.28815","0.8256","0.6774193","516"
"266.63852","206.55469","0.82080007","0.6774193","532"
"302.4856","260.49637","0.7728","0.6451613","549"
"341.79498","318.40125","0.72","0.61290324","566"
"386.2345","381.95184","0.68160003","0.6451613","586"
"418.0","427.14294","0.68160003","0.61290324","600"
"440.83282","458.13934","0.65760005","0.61290324","620"
"480.66736","515.1238","0.648","0.61290324","636"
"511.2406","558.1154","0.6","0.61290324","653"
"539.38165","599.64294","0.5568","0.61290324","670"
"563.1271","632.326","0.4848","0.61290324","687"
"579.7255","653.2074","0.3792","0.61290324","704"
"597.58875","669.4014","0.33600003","0.61290324","721"
"616.80524","680.6867","0.2976","0.61290324","738"
"617.1071","680.8572","0.23040001","0.54838705","738"
