"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lyle","nexus-59"
"360.0","281.0","lyle","nexus-59"
"178.0","102.0","lyle","nexus-59"
"649.0","664.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"649.25","578.0","0.43680003","0.41935483","0"
"638.9631","568.5348","0.92160004","0.516129","85"
"637.9293","566.5501","0.92160004","0.54838705","99"
"636.26624","562.73193","0.91200006","0.58064514","113"
"630.4927","555.4912","0.92640007","0.58064514","127"
"622.688","543.67206","0.94560003","0.58064514","141"
"609.3922","523.38196","0.9696","0.6451613","158"
"593.70593","501.70428","0.96000004","0.6451613","175"
"579.09485","480.73737","0.98880005","0.6451613","192"
"564.0655","458.80646","0.9936001","0.7096774","209"
"550.2969","440.63184","0.984","0.6451613","226"
"538.2001","425.8919","0.96480006","0.6451613","243"
"508.0448","394.3543","0.96000004","0.6451613","260"
"482.43463","366.4287","0.96000004","0.61290324","277"
"465.16003","347.4297","0.96000004","0.6774193","294"
"441.0677","321.3086","0.96000004","0.6451613","310"
"422.3794","301.5675","0.94560003","0.6451613","327"
"400.14905","276.93597","0.93600005","0.61290324","344"
"385.4107","260.85712","0.9312","0.6451613","360"
"372.92667","246.77396","0.92160004","0.61290324","378"
"345.54044","218.71506","0.92640007","0.61290324","395"
"328.63672","200.45197","0.92640007","0.6451613","412"
"312.7785","184.70163","0.9024","0.6451613","429"
"298.42902","171.52856","0.89280003","0.6451613","446"
"287.02457","160.83502","0.87360007","0.61290324","463"
"276.32608","150.56448","0.864","0.61290324","479"
"263.217","139.74506","0.87360007","0.61290324","496"
"256.6063","135.24841","0.8784","0.6451613","513"
"242.31326","124.989075","0.89280003","0.7096774","530"
"233.34393","119.93652","0.91200006","0.7419355","547"
"227.66278","117.0921","0.9312","0.7419355","564"
"223.80978","115.36011","0.9408001","0.7419355","581"
"220.24739","113.65018","0.9552","0.7419355","598"
"218.16708","112.57144","0.96000004","0.7419355","615"
"216.21837","112.57144","0.96000004","0.7419355","632"
"216.21428","113.85718","0.9552","0.7096774","644"
"216.71458","116.103455","0.9696","0.6451613","665"
"219.11938","121.57782","0.94560003","0.6451613","682"
"229.13861","136.32529","0.92640007","0.6451613","699"
"253.2396","169.96127","0.89760005","0.61290324","716"
"279.95758","208.31839","0.9024","0.61290324","733"
"307.3746","246.53009","0.90720004","0.61290324","750"
"337.5604","285.28894","0.92640007","0.61290324","767"
"360.5627","313.49963","0.93600005","0.61290324","784"
"394.34766","353.4579","0.95040005","0.61290324","801"
"438.17593","404.12323","0.9696","0.61290324","817"
"474.0415","444.72998","0.9696","0.6774193","834"
"512.75934","487.2771","0.98880005","0.6451613","852"
"547.0178","524.4286","0.9696","0.61290324","868"
"566.1075","544.8719","0.97440004","0.6451613","886"
"585.8019","565.94696","0.97440004","0.61290324","903"
"595.3556","576.2269","0.97920007","0.61290324","919"
"619.4639","604.2967","0.984","0.6451613","936"
"639.829","630.8348","0.9312","0.61290324","953"
"654.76355","651.3165","0.78720003","0.61290324","970"
