"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","lyle","nexus-59"
"274.0","724.0","lyle","nexus-59"
"356.0","105.0","lyle","nexus-59"
"454.0","391.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"268.89285","745.1429","0.36960003","0.41935483","0"
"268.49292","733.73224","0.74880004","0.48387095","46"
"269.38416","721.74146","0.81600004","0.48387095","59"
"272.6512","702.92346","0.84000003","0.48387095","73"
"277.07544","679.76874","0.87360007","0.54838705","91"
"280.23312","662.3354","0.91200006","0.54838705","108"
"281.34842","653.76984","0.9168","0.54838705","125"
"283.401","636.93524","0.89280003","0.61290324","142"
"287.01187","617.1317","0.91200006","0.61290324","158"
"288.57916","605.99365","0.94560003","0.61290324","175"
"290.62222","594.5562","0.96480006","0.61290324","192"
"292.5944","587.73956","0.9936001","0.6451613","209"
"294.7992","583.11694","1.0128001","0.61290324","226"
"296.6585","581.345","1.0128001","0.61290324","243"
"297.91074","581.4286","1.0176","0.61290324","254"
"299.69025","584.4108","1.0032","0.6774193","277"
"301.76212","592.62964","0.97920007","0.61290324","294"
"303.68015","603.48486","0.97440004","0.6774193","311"
"304.60715","620.7976","0.96480006","0.7096774","328"
"304.60715","636.2617","0.9696","0.6451613","345"
"303.3088","650.1534","0.97440004","0.7096774","361"
"301.2445","665.33875","0.98880005","0.7419355","378"
"299.6964","678.71436","0.97920007","0.6774193","392"
"298.11276","688.2648","0.9696","0.61290324","412"
"296.5714","700.40686","0.97440004","0.6451613","429"
"296.5714","710.1523","0.9696","0.7096774","446"
"296.5714","716.11017","0.9696","0.7419355","463"
"296.5714","721.98596","0.97440004","0.7419355","480"
"296.5714","725.26855","0.97920007","0.7419355","497"
"295.67856","728.301","0.96480006","0.7419355","514"
"295.67856","729.9238","0.95040005","0.6774193","531"
"294.57715","730.7716","0.9408001","0.6451613","548"
"293.1964","726.8514","0.89280003","0.6451613","564"
"290.74567","708.43744","0.85440004","0.61290324","584"
"287.823","674.1879","0.8256","0.61290324","601"
"284.70963","630.2946","0.78720003","0.61290324","618"
"282.2857","603.42","0.8112","0.61290324","635"
"281.39285","562.97235","0.8256","0.61290324","652"
"282.73212","530.0","0.8352","0.61290324","668"
"283.93408","503.1646","0.84480006","0.61290324","686"
"289.42618","449.16187","0.86880004","0.61290324","703"
"295.03558","402.21838","0.8784","0.61290324","720"
"298.70334","369.10217","0.8784","0.6451613","737"
"304.02573","331.6214","0.89760005","0.61290324","754"
"306.1024","307.61798","0.89280003","0.6451613","771"
"309.805","274.46304","0.89760005","0.61290324","788"
"311.87158","248.08026","0.89760005","0.6451613","804"
"312.77072","236.97568","0.89760005","0.61290324","821"
"316.18195","210.50296","0.89280003","0.6451613","838"
"319.0411","187.14597","0.8880001","0.6451613","855"
"322.081","170.37222","0.89760005","0.61290324","872"
"324.79294","158.82245","0.89760005","0.61290324","889"
"327.40173","149.5787","0.88320005","0.61290324","906"
"329.5492","142.73837","0.88320005","0.61290324","923"
"331.42035","138.23291","0.88320005","0.7096774","940"
"332.73212","135.7143","0.88320005","0.7419355","954"
"334.3432","132.621","0.89280003","0.80645156","974"
"336.35983","129.23169","0.89760005","0.80645156","991"
"338.3831","127.28937","0.89280003","0.80645156","1008"
"341.30002","125.38745","0.90720004","0.80645156","1024"
"343.288","123.437805","0.9168","0.80645156","1041"
"345.89014","122.0","0.92640007","0.80645156","1058"
"348.0063","122.0","0.9312","0.80645156","1075"
"350.98166","122.0","0.93600005","0.7419355","1092"
"353.3013","122.0","0.9408001","0.7096774","1109"
"356.783","123.47299","0.94560003","0.6451613","1126"
"360.2001","126.512115","0.94560003","0.61290324","1142"
"365.15137","130.40817","0.94560003","0.6774193","1159"
"372.65863","138.0748","0.9408001","0.6451613","1176"
"383.1905","150.87048","0.95040005","0.61290324","1193"
"397.20837","170.47104","0.9552","0.6451613","1210"
"409.55264","195.71542","0.9552","0.61290324","1227"
"416.01874","212.50293","0.9408001","0.6451613","1244"
"427.27454","248.25397","0.94560003","0.61290324","1261"
"441.44763","290.4018","0.92160004","0.61290324","1278"
"453.41898","331.72314","0.90720004","0.6451613","1295"
"459.57513","357.23834","0.88320005","0.61290324","1312"
"469.3393","383.4286","0.74880004","0.6774193","1327"
