"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lyle","nexus-59"
"360.0","281.0","lyle","nexus-59"
"178.0","102.0","lyle","nexus-59"
"649.0","664.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"661.75","559.1429","0.3264","0.41935483","0"
"650.25214","560.8572","0.768","0.41935483","47"
"645.19446","559.8451","0.80160004","0.41935483","62"
"637.8998","556.3279","0.82080007","0.516129","79"
"629.16064","549.7143","0.87360007","0.54838705","93"
"621.95416","542.3675","0.89280003","0.54838705","113"
"601.5205","519.3274","0.8880001","0.54838705","130"
"577.44714","491.98865","0.91200006","0.54838705","147"
"561.37897","472.8424","0.92640007","0.58064514","164"
"544.5766","453.1103","0.9024","0.61290324","181"
"528.7001","434.55328","0.91200006","0.61290324","198"
"504.62646","401.45636","0.9024","0.6774193","215"
"484.96423","374.4286","0.90720004","0.61290324","228"
"472.9039","360.9787","0.91200006","0.6451613","248"
"443.1463","325.27142","0.91200006","0.61290324","265"
"414.6585","291.1289","0.9024","0.6451613","282"
"396.1911","270.45145","0.8784","0.61290324","299"
"379.0914","252.21179","0.85920006","0.61290324","316"
"356.74982","229.48557","0.86880004","0.61290324","333"
"334.82318","209.39233","0.8784","0.61290324","350"
"320.8341","198.74805","0.86880004","0.61290324","367"
"305.31757","186.36865","0.864","0.6451613","384"
"277.32495","166.32352","0.864","0.6451613","401"
"263.042","155.89075","0.88320005","0.61290324","418"
"250.8432","146.195","0.8784","0.61290324","434"
"240.56964","138.30493","0.864","0.6451613","451"
"228.92273","129.16675","0.85440004","0.7419355","468"
"220.92879","121.38309","0.84480006","0.7419355","485"
"215.93329","116.58737","0.84000003","0.7419355","502"
"209.86226","110.75922","0.8496","0.6451613","519"
"203.3738","106.63925","0.86880004","0.61290324","536"
"198.85497","103.381805","0.8784","0.61290324","553"
"194.01353","101.05795","0.90720004","0.61290324","572"
"192.5027","99.714294","0.92160004","0.6774193","589"
"192.10715","100.43033","0.9168","0.6774193","606"
"194.00508","104.215485","0.91200006","0.6774193","623"
"195.64702","107.949554","0.9024","0.6451613","640"
"212.00195","129.2568","0.86880004","0.61290324","657"
"246.1391","174.04755","0.8352","0.61290324","674"
"272.4715","208.58069","0.84000003","0.61290324","690"
"300.71188","242.82883","0.85440004","0.61290324","707"
"329.0014","274.53876","0.864","0.6451613","724"
"362.4454","308.88354","0.90720004","0.61290324","741"
"385.85712","332.0","0.92160004","0.6774193","757"
"401.79037","347.54138","0.9168","0.6451613","775"
"445.36823","388.45764","0.9408001","0.6774193","792"
"479.31436","423.43323","0.95040005","0.61290324","809"
"500.73724","446.69745","0.96480006","0.6774193","826"
"523.29736","477.86462","0.97440004","0.61290324","843"
"539.1924","502.97516","0.93600005","0.61290324","860"
"552.8021","528.8232","0.93600005","0.61290324","876"
"560.6403","543.29803","0.9408001","0.6451613","893"
"571.9335","564.12366","0.9312","0.6774193","910"
"586.9028","586.6585","0.89280003","0.61290324","927"
"599.25","600.28577","0.71040004","0.6451613","942"
