"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","lyle","nexus-59"
"340.0","367.0","lyle","nexus-59"
"439.0","650.0","lyle","nexus-59"
"106.0","619.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"524.25","692.8572","0.31680003","0.41935483","0"
"513.9193","683.98096","0.89760005","0.41935483","86"
"511.85413","678.96423","0.9168","0.48387095","100"
"505.3418","665.6088","0.93600005","0.48387095","114"
"496.31213","646.1455","0.9552","0.516129","129"
"488.06128","627.1353","0.94560003","0.54838705","142"
"478.05838","604.63574","0.9552","0.54838705","159"
"465.59018","571.8032","0.93600005","0.54838705","176"
"452.75558","539.2643","0.93600005","0.58064514","192"
"437.64288","499.14282","0.96000004","0.58064514","209"
"431.45526","486.25806","0.96000004","0.58064514","226"
"414.88925","453.1444","0.94560003","0.61290324","243"
"397.7744","424.5495","0.92640007","0.6451613","260"
"384.86655","404.4151","0.92160004","0.7096774","277"
"374.76974","389.74847","0.92160004","0.6451613","294"
"366.65997","379.67767","0.92160004","0.61290324","311"
"360.52283","370.0365","0.88320005","0.61290324","328"
"354.29837","360.0774","0.86880004","0.61290324","344"
"351.28018","355.74152","0.864","0.6451613","361"
"347.11356","349.92358","0.864","0.6451613","378"
"344.91962","346.69995","0.8880001","0.7096774","395"
"342.88025","345.7143","0.92160004","0.6774193","412"
"342.10715","348.05914","0.91200006","0.61290324","429"
"342.69925","355.98193","0.89760005","0.61290324","446"
"348.406","379.3188","0.88320005","0.61290324","463"
"362.26123","423.71765","0.8880001","0.61290324","480"
"364.73724","435.0371","0.87360007","0.6451613","496"
"377.06876","478.3731","0.864","0.61290324","513"
"389.88882","518.6157","0.90720004","0.61290324","530"
"399.29312","543.13617","0.92640007","0.6774193","547"
"411.5553","569.73785","0.96480006","0.61290324","564"
"424.37946","595.3914","0.96000004","0.61290324","581"
"444.6286","632.8682","0.94560003","0.61290324","598"
"455.49997","653.0","0.92640007","0.6451613","613"
"461.0843","665.73694","0.9312","0.6774193","632"
"472.665","689.1669","0.9312","0.61290324","648"
"479.71887","702.50024","0.93600005","0.61290324","665"
"482.13977","709.5798","0.9312","0.61290324","682"
"484.11218","715.2603","0.9552","0.61290324","699"
"486.15692","719.14703","0.97920007","0.61290324","716"
"487.64282","721.73914","0.98880005","0.61290324","733"
"487.64282","723.28577","0.97440004","0.61290324","746"
"486.36694","723.7143","0.9408001","0.61290324","767"
"480.597","722.3168","0.91200006","0.61290324","784"
"466.62912","716.6532","0.9024","0.6774193","801"
"438.71362","704.0854","0.9024","0.61290324","818"
"398.91055","688.9353","0.89280003","0.61290324","835"
"361.65277","676.5381","0.9168","0.6774193","851"
"321.3872","667.51434","0.9168","0.6774193","868"
"290.72244","662.58386","0.92640007","0.7096774","885"
"242.2232","658.77515","0.9312","0.7096774","902"
"187.9921","655.9448","0.91200006","0.7419355","919"
"149.50365","652.1672","0.89280003","0.6774193","936"
"136.86763","650.24255","0.91200006","0.7419355","953"
"130.00156","648.4119","0.92160004","0.7741935","970"
"128.71428","647.4286","0.81600004","0.7096774","978"
