"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lyle","nexus-59"
"253.0","458.0","lyle","nexus-59"
"617.0","205.0","lyle","nexus-59"
"461.0","346.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"172.46428","346.5714","0.384","0.41935483","0"
"175.659","356.99103","0.8112","0.58064514","63"
"177.375","360.28577","0.864","0.61290324","78"
"178.63106","363.1659","0.89280003","0.61290324","92"
"184.01503","370.0752","0.92160004","0.61290324","107"
"188.10478","375.88196","0.93600005","0.61290324","117"
"196.06374","385.6051","0.95040005","0.61290324","134"
"206.47789","400.28577","0.9552","0.6774193","151"
"214.27148","413.17725","0.97920007","0.6774193","168"
"219.38869","423.19","0.9936001","0.61290324","185"
"223.70204","432.94788","1.0032","0.61290324","202"
"225.93427","437.23383","1.0128001","0.6451613","219"
"230.12509","445.03156","1.0128001","0.7419355","235"
"234.25983","450.4666","1.0224","0.7419355","252"
"238.47675","454.51483","1.0176","0.7741935","269"
"242.56088","456.50348","0.99840003","0.7096774","286"
"246.85529","457.14288","0.9936001","0.6451613","303"
"251.4049","455.59613","0.97920007","0.61290324","320"
"260.13428","449.46942","0.9696","0.6774193","337"
"268.5735","443.57178","0.97440004","0.7096774","354"
"295.5271","425.6183","0.97440004","0.6451613","371"
"322.42157","407.8001","0.94560003","0.6451613","388"
"345.45126","394.19867","0.9312","0.6774193","404"
"382.38977","372.06635","0.9312","0.61290324","421"
"411.42194","355.62354","0.93600005","0.61290324","438"
"448.9913","331.94434","0.9408001","0.6774193","455"
"489.96277","306.20557","0.92640007","0.6451613","472"
"511.09424","291.26422","0.9168","0.6774193","489"
"551.63324","263.29996","0.89280003","0.61290324","506"
"580.443","245.97568","0.89280003","0.61290324","523"
"602.826","233.85492","0.91200006","0.6774193","540"
"617.51746","227.09958","0.93600005","0.7419355","557"
"626.88525","224.0104","0.94560003","0.7419355","573"
"632.95245","222.2857","0.96000004","0.7419355","590"
"636.6696","222.2857","0.96480006","0.7419355","607"
"638.9431","222.2857","0.97920007","0.7419355","624"
"641.33405","222.2857","1.0176","0.7741935","641"
"643.0","223.58533","1.0464001","0.7741935","658"
"643.0","226.38602","1.0512","0.7096774","675"
"639.74225","230.83405","1.0464001","0.6774193","692"
"633.04504","240.90656","1.0320001","0.7096774","709"
"615.2423","260.2549","1.0128001","0.61290324","726"
"597.8543","278.245","1.0176","0.6451613","743"
"572.3059","303.21082","1.0272001","0.6451613","760"
"541.15356","329.07324","1.0224","0.6451613","777"
"515.2687","350.71173","1.0464001","0.7419355","794"
"504.5724","361.61316","1.0224","0.7419355","811"
"499.25","368.0","0.8496","0.6774193","821"
