"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","lyle","nexus-59"
"647.0","813.0","lyle","nexus-59"
"604.0","604.0","lyle","nexus-59"
"634.0","306.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"339.42856","686.8572","0.36960003","0.41935483","0"
"351.18057","692.1391","0.89280003","0.61290324","146"
"357.7338","696.60834","0.92640007","0.61290324","163"
"370.30167","704.4055","0.93600005","0.61290324","180"
"389.6195","715.3987","0.95040005","0.61290324","197"
"411.78485","728.4109","0.96000004","0.61290324","215"
"432.6812","742.0338","0.9552","0.6451613","232"
"444.62366","749.3296","0.9552","0.61290324","249"
"472.50586","763.7503","0.9552","0.61290324","265"
"503.69305","779.93066","0.96000004","0.6451613","282"
"525.8949","790.97754","0.9552","0.61290324","299"
"547.2604","801.15784","0.92640007","0.6451613","316"
"566.4714","810.4092","0.9312","0.6451613","333"
"587.7252","819.11975","0.95040005","0.61290324","349"
"607.22174","827.6471","0.94560003","0.61290324","367"
"613.5347","830.6852","0.94560003","0.61290324","384"
"626.9239","837.7118","0.95040005","0.6451613","401"
"638.0922","844.4874","0.9408001","0.6451613","418"
"646.85114","849.8485","0.92640007","0.61290324","435"
"655.1102","854.67004","0.92640007","0.6451613","452"
"662.58887","858.6885","0.96480006","0.7096774","469"
"669.55896","861.3561","0.984","0.7419355","486"
"673.3572","863.0","1.0128001","0.7419355","501"
"676.1086","864.3208","1.0416001","0.7419355","519"
"679.99084","864.28577","1.0512","0.7419355","536"
"682.0804","864.28577","1.0608001","0.7419355","553"
"684.1766","862.47046","1.0416001","0.7096774","570"
"686.30884","860.4236","1.0272001","0.6451613","587"
"687.6428","857.85645","1.0176","0.61290324","604"
"687.6428","852.8584","0.9552","0.6774193","621"
"687.6428","849.28564","0.9312","0.7096774","631"
"685.5541","840.27","0.91200006","0.7096774","655"
"679.7998","825.35046","0.94560003","0.6451613","671"
"673.1062","810.66113","0.97920007","0.6451613","688"
"663.7368","792.4093","0.9936001","0.7096774","705"
"655.88776","779.22284","0.9936001","0.6774193","722"
"647.6422","765.3704","0.97440004","0.61290324","739"
"639.11646","746.81537","0.9408001","0.61290324","756"
"635.23254","734.08704","0.9312","0.61290324","773"
"631.3668","715.8876","0.9408001","0.61290324","790"
"626.3839","692.2915","0.92640007","0.61290324","807"
"622.0823","671.43085","0.93600005","0.61290324","823"
"619.8298","661.35455","0.9696","0.61290324","840"
"615.92804","651.8844","0.984","0.61290324","857"
"614.01","643.6517","0.98880005","0.61290324","874"
"611.91754","637.6255","1.0032","0.6451613","891"
"610.85913","634.57715","1.0128001","0.6774193","908"
"608.78625","629.1907","0.97920007","0.7419355","925"
"607.57874","618.25934","0.92640007","0.7096774","942"
"608.9783","605.28687","0.90720004","0.6451613","959"
"613.0423","584.0524","0.83040005","0.61290324","976"
"622.36847","552.0849","0.83040005","0.61290324","992"
"634.1654","513.98505","0.82080007","0.61290324","1009"
"640.171","489.5791","0.83040005","0.6451613","1026"
"646.0058","464.6386","0.82080007","0.6774193","1043"
"657.271","418.63507","0.80640006","0.61290324","1060"
"666.6295","376.53174","0.77760005","0.61290324","1077"
"674.26935","347.35413","0.768","0.61290324","1094"
"678.6238","331.49042","0.7968","0.61290324","1111"
"681.2441","318.14264","0.7824","0.61290324","1128"
"681.3928","311.2741","0.77760005","0.61290324","1144"
"681.3928","307.61688","0.768","0.61290324","1161"
"681.3928","306.71436","0.6912","0.61290324","1170"
