"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lyle","nexus-59"
"253.0","458.0","lyle","nexus-59"
"617.0","205.0","lyle","nexus-59"
"461.0","346.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"154.60715","356.0","0.4512","0.41935483","0"
"163.49864","370.53583","0.97920007","0.6774193","117"
"175.30228","382.89282","0.97920007","0.61290324","133"
"189.4345","397.14856","0.9408001","0.61290324","150"
"196.14949","405.43842","0.9552","0.61290324","167"
"213.59866","426.11853","0.9936001","0.61290324","188"
"222.91339","436.91736","1.0128001","0.6774193","205"
"230.74933","444.5251","1.0368","0.7419355","222"
"237.92056","451.03485","1.0416001","0.7419355","239"
"243.50098","455.05237","1.0368","0.7419355","256"
"248.39685","456.86987","1.0176","0.6774193","273"
"254.12912","457.14288","1.0320001","0.61290324","290"
"258.2242","456.27472","1.0224","0.61290324","307"
"270.24448","449.80957","1.0176","0.6451613","324"
"293.39868","433.1795","1.0128001","0.61290324","341"
"313.46808","415.98114","0.984","0.61290324","358"
"346.8935","387.65808","0.984","0.6451613","375"
"368.64377","372.08844","0.97920007","0.61290324","391"
"406.8569","345.0207","0.97920007","0.6774193","408"
"441.49338","321.8781","0.97920007","0.6774193","425"
"453.1701","314.64417","0.97920007","0.61290324","441"
"494.5334","288.35864","0.97440004","0.6774193","458"
"531.0179","265.95425","0.96000004","0.61290324","475"
"561.606","245.02487","0.91200006","0.6451613","492"
"581.5904","230.46725","0.90720004","0.61290324","509"
"601.5186","218.26239","0.92640007","0.6774193","526"
"611.2386","214.38834","0.93600005","0.7419355","543"
"618.08466","211.11575","0.9408001","0.7419355","560"
"620.93585","210.20337","0.95040005","0.7419355","577"
"625.1817","209.42859","0.984","0.7419355","594"
"627.64276","209.42859","1.0032","0.7419355","610"
"629.68005","211.21289","1.0224","0.7419355","627"
"630.5","213.5834","1.0320001","0.7096774","644"
"628.84283","218.48697","1.0368","0.6451613","661"
"624.1467","225.87958","0.99840003","0.6774193","678"
"607.9563","249.76044","0.99840003","0.61290324","695"
"588.35156","274.2788","1.0032","0.6451613","712"
"544.35895","320.99237","0.98880005","0.6451613","729"
"504.14722","363.4121","0.9936001","0.61290324","746"
"468.37405","400.56396","1.008","0.6774193","763"
"447.34903","425.3526","1.0128001","0.61290324","780"
"435.49683","441.41064","0.88320005","0.7096774","796"
