"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","tim","nexus-79"
"647.0","813.0","tim","nexus-79"
"604.0","604.0","tim","nexus-79"
"634.0","306.0","tim","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"327.8214","694.8572","0.096","0.19354838","0"
"330.35956","704.8732","0.21120001","0.22580644","65"
"333.17856","707.71436","0.2544","0.29032257","76"
"335.28342","710.3167","0.264","0.32258064","93"
"345.1565","717.62634","0.2976","0.3548387","107"
"367.05753","731.2619","0.2736","0.3548387","119"
"392.31577","743.55524","0.2544","0.3548387","136"
"422.89865","756.9322","0.2592","0.32258064","152"
"442.16937","767.66895","0.2544","0.32258064","169"
"467.1781","780.17694","0.31680003","0.3548387","186"
"489.875","791.71436","0.31680003","0.3548387","201"
"503.32275","797.52637","0.3072","0.3548387","219"
"529.60187","807.56934","0.32160002","0.3548387","236"
"551.04315","816.5741","0.3312","0.3548387","253"
"566.7529","825.1935","0.33600003","0.3548387","270"
"582.25903","834.2688","0.35520002","0.3548387","286"
"596.01404","840.73254","0.3648","0.3548387","303"
"606.8116","847.51575","0.3456","0.3548387","320"
"610.4838","849.1897","0.33600003","0.3548387","336"
"618.4861","853.66187","0.3072","0.3548387","353"
"627.1848","858.16394","0.2928","0.3548387","370"
"634.177","860.6052","0.26880002","0.32258064","387"
"639.2442","862.7687","0.26880002","0.3548387","403"
"646.1384","865.0043","0.2784","0.3548387","420"
"653.7811","867.1588","0.28320003","0.3548387","437"
"656.9445","868.1765","0.264","0.32258064","454"
"663.9207","869.71436","0.2784","0.3548387","470"
"668.79","870.95056","0.28800002","0.3548387","487"
"672.54285","871.4286","0.28800002","0.3548387","504"
"677.3258","871.4286","0.28320003","0.3548387","521"
"680.7012","871.4286","0.28800002","0.3548387","537"
"683.1062","871.4286","0.2928","0.3548387","554"
"684.11993","871.4286","0.28320003","0.3548387","571"
"686.5006","870.8109","0.2928","0.3548387","587"
"686.75","868.56006","0.312","0.3548387","604"
"686.75","864.8198","0.2928","0.32258064","621"
"686.38776","857.1804","0.31680003","0.3548387","638"
"683.242","847.7329","0.2784","0.32258064","654"
"680.4694","835.3113","0.31680003","0.3548387","671"
"677.2409","825.1853","0.32160002","0.3548387","688"
"670.8034","802.97095","0.32160002","0.3548387","705"
"664.7299","784.30005","0.32160002","0.3548387","721"
"658.14197","762.46606","0.2928","0.3548387","738"
"651.9666","742.0912","0.2784","0.3548387","755"
"646.86163","723.4002","0.2784","0.32258064","772"
"642.75195","697.8334","0.3072","0.3548387","788"
"641.49054","689.5913","0.3072","0.3548387","805"
"637.03217","661.791","0.28800002","0.32258064","822"
"628.66833","632.15344","0.24000001","0.29032257","839"
"624.9605","618.0464","0.28320003","0.32258064","855"
"621.88184","593.00464","0.2784","0.32258064","872"
"619.78613","572.2896","0.28800002","0.3548387","889"
"618.4435","549.1093","0.26880002","0.3548387","905"
"616.66064","528.5714","0.2736","0.32258064","919"
"617.1071","509.873","0.24480002","0.2580645","939"
"623.2471","469.5813","0.23040001","0.2580645","956"
"627.7141","446.6977","0.2256","0.22580644","972"
"633.0197","421.83868","0.2928","0.32258064","989"
"635.72504","403.58582","0.32160002","0.3548387","1006"
"637.8166","381.87964","0.30240002","0.32258064","1023"
"640.57904","363.0108","0.30240002","0.3548387","1039"
"642.0371","355.042","0.30240002","0.3548387","1056"
"642.1071","344.98895","0.3312","0.3548387","1073"
"643.0","325.70526","0.3072","0.3548387","1090"
"643.871","312.67615","0.28320003","0.3548387","1106"
"643.8928","304.6338","0.2592","0.3548387","1123"
"643.8928","298.7044","0.1392","0.2580645","1140"
"643.8928","296.71436","0.0864","0.22580644","1155"
