"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","tim","nexus-79"
"647.0","813.0","tim","nexus-79"
"604.0","604.0","tim","nexus-79"
"634.0","306.0","tim","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"309.0714","699.1429","0.0816","0.22580644","0"
"329.29767","710.9943","0.17760001","0.22580644","71"
"350.7971","720.0283","0.1728","0.19354838","88"
"376.19003","730.9245","0.16800001","0.19354838","105"
"393.06528","738.88324","0.16800001","0.19354838","122"
"421.4875","750.9043","0.1728","0.19354838","138"
"455.25958","764.96","0.16800001","0.19354838","155"
"480.0315","777.5988","0.16800001","0.19354838","172"
"504.4809","789.4774","0.17760001","0.19354838","189"
"524.47766","797.63794","0.18720001","0.19354838","205"
"546.8635","807.2831","0.192","0.19354838","222"
"562.92786","813.99475","0.192","0.19354838","239"
"570.35754","817.05164","0.192","0.19354838","256"
"589.863","827.0657","0.19680001","0.19354838","272"
"603.3268","834.4453","0.19680001","0.19354838","289"
"615.68506","842.15234","0.28320003","0.29032257","306"
"624.53754","846.3777","0.26880002","0.29032257","323"
"631.3492","849.41455","0.23520002","0.29032257","339"
"637.30884","851.5541","0.22080001","0.29032257","356"
"640.3176","852.5702","0.22080001","0.29032257","373"
"648.83765","854.8296","0.216","0.29032257","390"
"657.72577","855.1428","0.21120001","0.29032257","406"
"664.2117","855.1428","0.216","0.29032257","423"
"668.88513","854.2894","0.21120001","0.29032257","440"
"672.8983","853.2202","0.21120001","0.29032257","456"
"677.77954","850.04016","0.23520002","0.29032257","473"
"679.16077","847.4287","0.22080001","0.29032257","486"
"681.9671","843.75464","0.24480002","0.32258064","507"
"684.2832","837.18677","0.2592","0.32258064","523"
"686.4581","830.26904","0.23520002","0.29032257","540"
"687.6428","820.7009","0.2784","0.3548387","557"
"685.8217","806.08203","0.24480002","0.32258064","576"
"682.28577","794.28577","0.23040001","0.29032257","592"
"678.71423","779.71436","0.22080001","0.29032257","604"
"675.39087","763.93646","0.2544","0.32258064","626"
"667.807","737.83044","0.23520002","0.29032257","643"
"660.8589","710.2924","0.216","0.29032257","659"
"654.177","688.3274","0.21120001","0.29032257","676"
"647.37146","665.89966","0.2064","0.29032257","693"
"640.4114","638.63116","0.2064","0.29032257","710"
"632.7321","613.4285","0.20160002","0.22580644","725"
"629.2796","599.4947","0.20160002","0.22580644","743"
"622.65283","572.55896","0.19680001","0.22580644","760"
"617.44244","538.2173","0.19680001","0.22580644","776"
"615.06464","516.9242","0.20160002","0.22580644","793"
"612.6428","489.0586","0.2064","0.22580644","810"
"612.6428","462.5686","0.2064","0.22580644","827"
"613.1599","437.75775","0.2064","0.22580644","843"
"614.4161","423.2868","0.2064","0.22580644","860"
"618.75555","398.21954","0.2064","0.19354838","877"
"622.67316","377.03992","0.2064","0.19354838","894"
"625.18787","360.26855","0.2064","0.19354838","910"
"627.31195","347.70947","0.20160002","0.19354838","927"
"629.5789","335.0194","0.19680001","0.19354838","944"
"631.7911","323.1349","0.1824","0.19354838","960"
"633.625","311.2857","0.15840001","0.19354838","975"
"635.0921","305.22357","0.120000005","0.19354838","994"
"637.2527","297.7838","0.072000004","0.16129032","1011"
"637.6428","296.2857","0.052800003","0.12903225","1014"
