"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","tim","nexus-59"
"647.0","813.0","tim","nexus-59"
"604.0","604.0","tim","nexus-59"
"634.0","306.0","tim","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"288.5357","674.0","0.192","0.38709676","0"
"300.90207","681.9145","0.3984","0.38709676","114"
"312.3183","687.5585","0.37440002","0.38709676","128"
"330.55933","697.0793","0.36","0.38709676","142"
"345.8115","704.49243","0.3984","0.38709676","157"
"361.957","713.5421","0.42720002","0.38709676","171"
"385.2996","725.79315","0.40800002","0.38709676","188"
"404.91638","735.86273","0.40320003","0.38709676","205"
"417.68927","741.9937","0.384","0.38709676","222"
"437.3091","750.329","0.37440002","0.38709676","239"
"477.4952","763.7033","0.3648","0.3548387","256"
"501.2237","773.6722","0.37440002","0.3548387","273"
"524.13135","781.67633","0.39360002","0.3548387","290"
"545.2667","789.5166","0.3792","0.3548387","307"
"561.5883","795.24695","0.34080002","0.3548387","324"
"572.00464","797.9148","0.34080002","0.3548387","341"
"587.29474","802.7676","0.3312","0.3548387","358"
"605.8888","807.1648","0.312","0.3548387","375"
"619.6113","811.3728","0.2976","0.3548387","391"
"628.1716","813.5841","0.28800002","0.3548387","408"
"635.14526","815.7722","0.2976","0.3548387","425"
"640.41504","818.0449","0.30240002","0.3548387","442"
"643.31824","819.4386","0.3072","0.3548387","459"
"646.1589","821.2306","0.32160002","0.3548387","476"
"649.86383","822.28577","0.32160002","0.3548387","493"
"652.6771","822.28577","0.32160002","0.3548387","510"
"654.9502","822.28577","0.31680003","0.3548387","527"
"657.2364","822.28577","0.312","0.3548387","544"
"659.56396","822.28577","0.312","0.3548387","561"
"661.3035","822.28577","0.30240002","0.3548387","574"
"663.0631","822.28577","0.2976","0.3548387","594"
"665.44226","821.3126","0.2928","0.3548387","611"
"667.1071","819.08374","0.2928","0.3548387","628"
"667.4918","816.77356","0.31680003","0.3548387","645"
"668.0","812.8009","0.34080002","0.3548387","662"
"668.0","805.6986","0.3312","0.3548387","682"
"668.0","800.86487","0.32160002","0.3548387","699"
"666.1345","791.1989","0.3072","0.3548387","716"
"663.8737","772.9205","0.31680003","0.3548387","733"
"659.4389","751.6967","0.2976","0.3548387","750"
"656.61993","735.74396","0.2928","0.3548387","766"
"651.8989","716.7433","0.3072","0.3548387","783"
"647.1514","698.51276","0.3072","0.3548387","800"
"644.3345","687.6959","0.3072","0.3548387","817"
"638.2702","669.4669","0.32160002","0.3548387","834"
"631.8124","641.92944","0.3264","0.3548387","851"
"628.18506","624.82495","0.3264","0.3548387","868"
"624.43774","607.0067","0.3456","0.3548387","885"
"622.0401","588.9066","0.33600003","0.3548387","902"
"619.7745","568.4851","0.3312","0.3548387","919"
"618.8928","556.9901","0.34080002","0.3548387","935"
"618.8928","537.86017","0.36","0.3548387","952"
"620.83435","512.62756","0.36960003","0.3548387","969"
"622.4643","483.25684","0.384","0.3548387","986"
"625.9651","459.6584","0.36","0.3548387","1003"
"629.5248","437.04578","0.37440002","0.3548387","1020"
"633.63983","416.74316","0.34080002","0.3548387","1037"
"635.41077","403.14282","0.3312","0.3548387","1050"
"638.72363","390.82733","0.34080002","0.3548387","1071"
"643.4577","362.79205","0.312","0.3548387","1088"
"645.6786","336.71246","0.22080001","0.32258064","1105"
"645.6786","329.4286","0.1728","0.29032257","1109"
