"ChallengeX","ChallengeY","Tester Name","Device Name"
"287.0","592.0","tim","nexus-59"
"274.0","724.0","tim","nexus-59"
"356.0","105.0","tim","nexus-59"
"454.0","391.0","tim","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"293.0","585.7143","0.1392","0.41935483","0"
"288.5357","600.2132","0.35520002","0.41935483","62"
"286.75","610.74286","0.34080002","0.38709676","80"
"286.75","624.71436","0.34080002","0.38709676","93"
"287.64285","646.6571","0.3312","0.38709676","114"
"289.30933","693.7677","0.2928","0.3548387","131"
"289.01758","725.1564","0.26880002","0.3548387","148"
"286.65674","739.6802","0.264","0.3548387","165"
"284.37006","752.8513","0.2736","0.3548387","181"
"281.99747","763.3926","0.2928","0.3548387","198"
"280.0536","769.5714","0.2976","0.3548387","213"
"278.57977","772.8297","0.3072","0.3548387","232"
"277.8214","776.61456","0.312","0.3548387","249"
"277.8214","778.1428","0.31680003","0.3548387","261"
"277.8214","775.98816","0.32160002","0.3548387","283"
"277.8214","772.2902","0.33600003","0.3548387","300"
"280.40845","760.0659","0.35040003","0.3548387","317"
"287.47498","737.91205","0.3312","0.3548387","334"
"292.11227","723.9126","0.3264","0.3548387","350"
"306.74","676.89905","0.312","0.3548387","369"
"315.57068","643.4214","0.3312","0.3548387","384"
"320.96634","616.4899","0.3648","0.3548387","401"
"324.86603","586.00616","0.3648","0.3548387","418"
"329.1552","554.2541","0.40320003","0.3548387","435"
"334.6585","514.1017","0.3648","0.3548387","452"
"335.81177","498.8957","0.39360002","0.3548387","469"
"338.5357","449.9624","0.40320003","0.3548387","486"
"340.07742","404.39893","0.40800002","0.3548387","503"
"340.3214","371.92993","0.3984","0.3548387","520"
"340.8335","338.6933","0.40320003","0.3548387","537"
"344.78522","291.71954","0.39360002","0.3548387","553"
"349.57367","248.1232","0.36960003","0.3548387","573"
"351.48212","225.2857","0.36","0.3548387","587"
"355.86246","192.40872","0.35040003","0.3548387","607"
"358.92126","160.57928","0.35040003","0.3548387","624"
"361.49677","140.84457","0.33600003","0.3548387","641"
"361.75","131.70688","0.33600003","0.3548387","658"
"361.75","123.11313","0.34080002","0.3548387","675"
"362.64285","116.67081","0.35040003","0.3548387","691"
"362.64285","112.184814","0.35520002","0.3548387","708"
"362.64285","109.14285","0.36960003","0.3548387","722"
"362.64285","108.17621","0.37440002","0.3548387","742"
"362.64285","109.79013","0.3648","0.3548387","776"
"364.4126","114.239716","0.37440002","0.3548387","793"
"367.34705","123.43289","0.3792","0.3548387","810"
"373.92532","145.76624","0.3984","0.3548387","827"
"382.2396","171.58148","0.39360002","0.3548387","844"
"387.19644","192.2857","0.40320003","0.3548387","857"
"393.2399","212.10565","0.38880002","0.3548387","877"
"401.83218","238.9136","0.384","0.3548387","894"
"408.78738","261.8216","0.3984","0.3548387","911"
"415.2014","280.9676","0.384","0.3548387","928"
"420.37888","297.8042","0.40320003","0.3548387","945"
"424.1722","312.84418","0.42720002","0.3548387","962"
"429.1145","328.86694","0.42240003","0.3548387","979"
"431.33817","335.27106","0.4176","0.3548387","996"
"435.25375","345.1115","0.40320003","0.3548387","1013"
"439.1622","353.7743","0.384","0.3548387","1029"
"441.2143","356.0","0.24000001","0.29032257","1038"
