"ChallengeX","ChallengeY","Tester Name","Device Name"
"508.0","672.0","maggie","nexus-79"
"340.0","367.0","maggie","nexus-79"
"439.0","650.0","maggie","nexus-79"
"106.0","619.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"518.8928","648.5714","0.19680001","0.41935483","0"
"507.74084","638.36694","0.3456","0.41935483","29"
"488.8484","616.3669","0.39360002","0.41935483","45"
"461.90793","579.52655","0.43680003","0.41935483","62"
"432.16647","539.2112","0.47520003","0.41935483","84"
"399.95865","495.76416","0.49440002","0.41935483","101"
"360.65414","448.77264","0.5184","0.41935483","118"
"327.73544","419.27026","0.5184","0.41935483","134"
"311.59174","405.88605","0.52320004","0.41935483","151"
"305.52792","403.01343","0.53760004","0.41935483","168"
"302.91638","403.3374","0.56640005","0.41935483","185"
"304.13382","408.06537","0.55200005","0.41935483","201"
"307.70218","413.9854","0.5616","0.41935483","218"
"337.71887","457.8736","0.5472","0.41935483","235"
"375.79913","517.0879","0.5328","0.41935483","252"
"407.0372","565.241","0.5088","0.41935483","268"
"421.7764","589.6887","0.5184","0.41935483","285"
"424.32596","602.72327","0.504","0.41935483","302"
"420.9694","611.05634","0.48960003","0.41935483","319"
"417.35944","614.9007","0.4848","0.41935483","336"
"391.51895","618.5714","0.504","0.41935483","352"
"322.39154","616.50964","0.5184","0.41935483","369"
"258.7329","610.65326","0.5184","0.41935483","385"
"198.5071","606.34296","0.51360005","0.41935483","402"
"157.1745","606.7115","0.48960003","0.41935483","419"
"146.57143","607.4286","0.4128","0.41935483","425"
