"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","maggie","nexus-79"
"253.0","458.0","maggie","nexus-79"
"617.0","205.0","maggie","nexus-79"
"461.0","346.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"151.0357","382.85718","0.16800001","0.41935483","0"
"155.444","398.17816","0.4512","0.41935483","58"
"160.85715","406.0","0.44160002","0.41935483","67"
"178.9916","419.3203","0.44640002","0.41935483","90"
"205.4393","431.88965","0.4656","0.41935483","107"
"232.73462","436.65698","0.46080002","0.41935483","124"
"283.6618","424.9823","0.44160002","0.4516129","140"
"334.6571","403.62402","0.4656","0.4516129","157"
"389.55685","374.38324","0.4656","0.4516129","174"
"446.63934","339.49585","0.4656","0.48387095","191"
"474.80975","320.7846","0.46080002","0.48387095","207"
"538.0377","276.5456","0.42240003","0.48387095","224"
"584.53296","244.10855","0.42240003","0.48387095","241"
"614.90845","225.7121","0.3984","0.48387095","257"
"622.3167","221.1901","0.39360002","0.48387095","274"
"624.6964","220.85715","0.3984","0.516129","287"
"621.39984","223.59332","0.4176","0.516129","308"
"617.45636","225.83237","0.42720002","0.516129","324"
"587.2158","245.0091","0.4512","0.516129","341"
"532.41034","280.36398","0.45600003","0.516129","358"
"491.20367","309.49384","0.4512","0.516129","375"
"470.03162","327.88544","0.4176","0.516129","391"
"462.64285","334.0","0.26880002","0.4516129","400"
