"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-79"
"647.0","813.0","maggie","nexus-79"
"604.0","604.0","maggie","nexus-79"
"634.0","306.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"358.17856","683.7143","0.23520002","0.41935483","0"
"380.27277","698.75885","0.4176","0.41935483","58"
"401.65207","707.09924","0.40800002","0.41935483","75"
"466.5289","729.31195","0.3456","0.41935483","91"
"527.38745","747.0387","0.2544","0.41935483","108"
"592.5193","757.81104","0.19680001","0.41935483","129"
"621.61053","761.528","0.18720001","0.41935483","146"
"649.4457","763.6585","0.1632","0.41935483","162"
"669.9469","765.0024","0.1488","0.41935483","179"
"673.39465","766.012","0.1488","0.41935483","196"
"676.5473","762.81244","0.1536","0.41935483","213"
"675.94617","755.37054","0.1824","0.41935483","229"
"672.27765","745.40924","0.1824","0.41935483","246"
"664.8546","733.6135","0.21120001","0.41935483","263"
"648.94006","707.7403","0.24960001","0.41935483","280"
"634.4351","683.78296","0.264","0.41935483","296"
"626.36365","668.91534","0.26880002","0.41935483","313"
"617.01105","642.20245","0.2784","0.41935483","330"
"611.75","598.1298","0.28800002","0.41935483","346"
"612.7002","558.96405","0.31680003","0.41935483","363"
"620.0231","509.68988","0.3312","0.41935483","380"
"630.1461","459.33417","0.3312","0.41935483","397"
"644.924","420.08124","0.32160002","0.41935483","413"
"651.9285","394.4286","0.23520002","0.38709676","425"
