"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","maggie","nexus-79"
"647.0","813.0","maggie","nexus-79"
"604.0","604.0","maggie","nexus-79"
"634.0","306.0","maggie","nexus-79"
"X","Y","PRESSURE","SIZE","TIME"
"336.75","696.5714","0.28320003","0.41935483","0"
"368.93024","720.1334","0.51360005","0.41935483","58"
"419.51953","742.43616","0.4656","0.41935483","73"
"454.5729","756.29504","0.44160002","0.41935483","90"
"508.54254","776.7491","0.38880002","0.41935483","107"
"575.77203","799.34424","0.30240002","0.41935483","124"
"613.0112","809.1599","0.24480002","0.41935483","141"
"629.149","811.4286","0.2256","0.41935483","157"
"637.5541","811.0426","0.24000001","0.41935483","174"
"641.1887","807.1919","0.24960001","0.41935483","191"
"641.2143","804.57153","0.2592","0.41935483","203"
"636.37756","796.1421","0.28320003","0.41935483","224"
"616.554","755.1624","0.33600003","0.41935483","241"
"601.3051","724.5173","0.37440002","0.41935483","258"
"589.1671","696.91254","0.40320003","0.41935483","274"
"582.3613","670.4357","0.432","0.41935483","291"
"578.26416","651.54663","0.47520003","0.41935483","308"
"577.8214","640.8572","0.4656","0.41935483","324"
"577.8214","628.9969","0.45600003","0.41935483","341"
"583.3341","606.5953","0.47040004","0.41935483","358"
"590.21686","584.58704","0.44640002","0.41935483","375"
"597.6153","557.37164","0.46080002","0.41935483","392"
"606.4975","522.1093","0.4656","0.41935483","408"
"613.4141","471.4276","0.46080002","0.41935483","425"
"620.8712","425.21533","0.47520003","0.41935483","442"
"623.7012","406.5896","0.4848","0.41935483","459"
"632.4175","374.43542","0.4656","0.41935483","475"
"636.75","359.7143","0.3072","0.38709676","484"
