"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","maggie","nexus-59"
"253.0","458.0","maggie","nexus-59"
"617.0","205.0","maggie","nexus-59"
"461.0","346.0","maggie","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"194.7857","374.85718","0.19680001","0.41935483","0"
"199.4994","384.81244","0.44640002","0.38709676","40"
"202.29097","390.1244","0.4656","0.38709676","50"
"207.44504","396.0652","0.48000002","0.38709676","63"
"219.33928","403.14288","0.4656","0.41935483","80"
"230.27481","404.83313","0.47040004","0.41935483","98"
"279.03998","390.09485","0.49920002","0.41935483","115"
"336.254","364.46912","0.5184","0.41935483","132"
"400.1121","332.34705","0.53760004","0.41935483","149"
"468.9958","298.6587","0.5088","0.41935483","166"
"527.2783","265.5451","0.49920002","0.41935483","183"
"573.0931","238.88672","0.47040004","0.41935483","200"
"588.3267","229.77753","0.47520003","0.41935483","217"
"603.55444","221.07672","0.47040004","0.41935483","233"
"607.7941","219.7143","0.47520003","0.41935483","250"
"607.2786","221.4354","0.4848","0.41935483","267"
"600.7068","228.25186","0.4848","0.41935483","284"
"570.00305","254.41077","0.5088","0.41935483","301"
"527.6305","282.9997","0.4656","0.41935483","318"
"490.3214","307.5714","0.49920002","0.41935483","332"
"475.307","319.01678","0.5184","0.41935483","352"
"455.88293","335.9181","0.46080002","0.41935483","369"
"451.92856","339.7143","0.39360002","0.4516129","373"
