"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","maggie","nexus-59"
"360.0","281.0","maggie","nexus-59"
"178.0","102.0","maggie","nexus-59"
"649.0","664.0","maggie","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"661.75","545.4286","0.15840001","0.38709676","0"
"644.64514","535.0079","0.39360002","0.38709676","46"
"625.8395","516.54","0.4128","0.38709676","58"
"589.79803","481.97638","0.45600003","0.38709676","76"
"565.14343","459.02905","0.4656","0.38709676","93"
"496.48096","402.9939","0.49920002","0.38709676","110"
"421.26724","338.7293","0.504","0.38709676","126"
"366.50705","291.75098","0.528","0.38709676","143"
"311.8995","245.3248","0.528","0.38709676","160"
"261.48257","203.20688","0.52320004","0.41935483","177"
"219.7227","172.3118","0.53760004","0.41935483","194"
"199.69641","158.85718","0.5472","0.41935483","208"
"195.02972","157.25998","0.5472","0.41935483","228"
"191.21428","156.61246","0.55200005","0.41935483","245"
"194.21533","162.41278","0.55200005","0.41935483","262"
"219.64317","191.39978","0.5424","0.41935483","279"
"271.3279","243.48053","0.53760004","0.41935483","295"
"324.34848","295.16504","0.5568","0.41935483","312"
"386.96143","350.862","0.5952","0.41935483","329"
"420.61453","380.9181","0.5856","0.4516129","346"
"500.25287","455.56873","0.58080006","0.4516129","363"
"589.42816","548.7954","0.55200005","0.4516129","380"
"624.08887","588.1001","0.51360005","0.4516129","397"
"652.95123","622.69604","0.3312","0.41935483","414"
