"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","maggie","nexus-59"
"360.0","281.0","maggie","nexus-59"
"178.0","102.0","maggie","nexus-59"
"649.0","664.0","maggie","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"638.5357","547.1429","0.17760001","0.41935483","0"
"617.88226","527.1952","0.35520002","0.41935483","44"
"585.12164","490.19702","0.39360002","0.41935483","58"
"540.1869","446.42804","0.42720002","0.41935483","75"
"486.31537","398.8838","0.45600003","0.41935483","92"
"425.7941","350.2074","0.47040004","0.41935483","109"
"366.87875","299.81958","0.48960003","0.41935483","126"
"319.7857","254.42859","0.4848","0.41935483","141"
"287.36676","227.94669","0.49440002","0.41935483","160"
"233.89725","186.74017","0.504","0.41935483","177"
"202.12901","164.6997","0.504","0.41935483","194"
"191.75587","158.68854","0.5184","0.41935483","211"
"188.765","158.0","0.5184","0.41935483","228"
"192.05748","161.38092","0.5184","0.41935483","245"
"209.37093","178.85898","0.47040004","0.41935483","261"
"229.98508","199.43811","0.48000002","0.41935483","278"
"285.329","260.0679","0.504","0.41935483","295"
"350.7917","328.7834","0.52320004","0.41935483","312"
"403.44666","382.11646","0.5424","0.41935483","329"
"463.48196","445.9381","0.48960003","0.41935483","346"
"507.52002","498.08588","0.5184","0.41935483","363"
"544.18964","546.1511","0.5328","0.41935483","380"
"568.4464","578.0","0.5184","0.41935483","392"
"591.66064","610.1428","0.4512","0.41935483","413"
