"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lyle","nexus-59"
"253.0","458.0","lyle","nexus-59"
"617.0","205.0","lyle","nexus-59"
"461.0","346.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"160.85715","351.7143","0.35040003","0.41935483","0"
"170.8557","356.07727","1.0176","0.61290324","137"
"177.65288","361.66437","1.008","0.61290324","154"
"183.625","366.28564","0.98880005","0.61290324","168"
"198.42416","375.91113","0.9936001","0.61290324","188"
"219.12236","388.01794","0.984","0.61290324","205"
"230.29153","394.79425","0.9936001","0.6774193","222"
"238.50171","399.90405","0.98880005","0.61290324","239"
"244.99506","403.24335","0.984","0.61290324","256"
"252.63452","406.91028","0.96000004","0.6774193","273"
"258.78955","408.76697","0.984","0.7419355","289"
"264.18768","410.4944","0.9936001","0.7419355","306"
"267.68854","411.61462","0.98880005","0.7419355","323"
"271.19666","413.24872","1.008","0.7741935","340"
"274.83127","414.9933","1.008","0.7741935","357"
"278.28027","416.0","1.008","0.7741935","374"
"282.7117","416.0","0.9936001","0.7419355","391"
"288.43314","415.17572","0.97440004","0.6774193","408"
"297.02792","411.539","0.94560003","0.61290324","424"
"309.61694","404.43542","0.90720004","0.6451613","441"
"326.9286","394.57147","0.87360007","0.7096774","457"
"339.67807","387.22772","0.864","0.7419355","475"
"362.64377","374.3567","0.84480006","0.6451613","492"
"396.7081","352.66412","0.84000003","0.6451613","509"
"434.7151","327.94763","0.8256","0.6451613","526"
"468.33484","308.21997","0.83040005","0.61290324","543"
"512.0046","280.05756","0.79200006","0.6451613","560"
"544.9319","258.2616","0.74880004","0.61290324","577"
"567.1072","242.42856","0.72","0.61290324","593"
"589.1146","227.10007","0.72480005","0.61290324","611"
"607.6483","215.90543","0.7296","0.61290324","628"
"622.3445","207.7833","0.74880004","0.61290324","644"
"628.232","204.02295","0.78720003","0.61290324","661"
"631.8142","202.57144","0.8256","0.61290324","678"
"633.8376","202.57144","0.85440004","0.6774193","695"
"635.41077","202.57144","0.8784","0.7419355","709"
"634.9643","205.5238","0.90720004","0.80645156","729"
"633.3175","207.94281","0.91200006","0.7741935","746"
"622.97736","222.28146","0.8784","0.7419355","763"
"592.2463","262.3961","0.8784","0.6774193","780"
"559.1888","299.73035","0.8496","0.6451613","797"
"531.8445","327.70874","0.864","0.6451613","814"
"514.2365","347.34772","0.86880004","0.6451613","831"
"497.1931","365.61426","0.86880004","0.61290324","848"
"486.5526","377.02252","0.8352","0.61290324","864"
"484.4002","380.90253","0.7056","0.6451613","881"
