"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","lyle","nexus-59"
"516.0","278.0","lyle","nexus-59"
"191.0","503.0","lyle","nexus-59"
"627.0","704.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"471.5714","592.5714","0.36960003","0.6774193","0"
"471.5714","576.7749","0.9696","0.6451613","130"
"472.84436","570.66797","0.97920007","0.6774193","144"
"474.92825","557.9271","0.97440004","0.61290324","159"
"479.00818","537.06305","0.9696","0.6451613","173"
"483.15033","513.9039","0.96000004","0.6451613","189"
"489.50586","481.1632","0.94560003","0.6451613","206"
"494.72552","459.9455","0.9312","0.61290324","223"
"501.39685","431.0337","0.9312","0.6451613","240"
"510.5927","394.35925","0.93600005","0.6451613","258"
"515.6835","372.7719","0.93600005","0.6451613","274"
"519.51196","351.44525","0.9312","0.7096774","291"
"522.48804","333.53198","0.93600005","0.61290324","308"
"524.2059","322.01093","0.93600005","0.61290324","325"
"525.9871","310.85138","0.95040005","0.6774193","342"
"527.375","304.14282","0.9696","0.7419355","354"
"529.00604","296.594","0.97440004","0.7419355","376"
"529.6071","290.98767","1.0032","0.7741935","393"
"529.6071","287.41833","1.0128001","0.7741935","410"
"529.6071","285.3982","1.0464001","0.7741935","427"
"529.6071","283.58942","1.0608001","0.80645156","443"
"527.94806","283.14288","1.0512","0.80645156","460"
"524.6455","285.3346","1.0368","0.7096774","477"
"519.8733","288.8011","1.0320001","0.7419355","494"
"514.64197","293.60754","1.0320001","0.7419355","511"
"488.4521","316.03967","1.0224","0.7419355","528"
"452.06488","345.00146","1.0368","0.80645156","545"
"429.35526","362.3957","1.0224","0.7419355","562"
"394.0624","387.21576","1.0128001","0.7419355","579"
"355.91647","414.5208","1.0368","0.7741935","596"
"332.59274","429.67938","1.0368","0.7096774","613"
"295.74585","456.50543","1.0368","0.7419355","630"
"278.42578","469.25385","1.0320001","0.7741935","646"
"249.53726","490.31012","1.0320001","0.7419355","663"
"228.93384","505.83606","1.0368","0.7419355","680"
"218.27524","515.1643","1.0464001","0.7419355","699"
"212.27132","519.3807","1.056","0.7419355","717"
"207.36166","523.06995","1.056","0.7419355","733"
"203.47295","526.8031","1.0608001","0.7419355","750"
"200.65729","529.86945","1.0608001","0.7419355","767"
"199.58366","530.53687","1.0704","0.7419355","784"
"199.25","533.37555","1.0752001","0.7419355","801"
"200.25008","537.06305","1.0320001","0.7419355","818"
"205.10765","540.3204","1.0224","0.6774193","835"
"215.68814","544.5963","1.0032","0.61290324","852"
"242.41309","552.3696","1.008","0.61290324","869"
"284.33618","562.51776","1.0128001","0.61290324","886"
"309.0714","569.4286","1.0416001","0.6774193","902"
"342.413","579.80774","1.056","0.6774193","920"
"395.18607","601.0333","1.0416001","0.61290324","936"
"443.7746","624.4576","1.0272001","0.6774193","953"
"489.41864","647.5948","0.98880005","0.6451613","970"
"532.51074","667.858","0.9696","0.6451613","987"
"576.37476","686.62933","0.96000004","0.7096774","1004"
"622.06213","703.52234","0.9696","0.7096774","1021"
"646.9498","710.3487","0.96000004","0.6774193","1038"
"677.26556","718.438","0.96000004","0.61290324","1055"
"726.0021","730.94586","0.864","0.61290324","1072"
"737.6428","734.8572","0.7584","0.61290324","1076"
