"ChallengeX","ChallengeY","Tester Name","Device Name"
"162.0","352.0","lyle","nexus-59"
"253.0","458.0","lyle","nexus-59"
"617.0","205.0","lyle","nexus-59"
"461.0","346.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"150.14285","362.85718","0.4512","0.6774193","0"
"166.54762","378.6057","1.0224","0.61290324","145"
"176.12439","387.36017","1.0128001","0.6774193","160"
"191.7625","399.8332","1.0032","0.6774193","176"
"216.08734","419.55157","0.99840003","0.6451613","187"
"230.3952","431.7201","0.99840003","0.61290324","200"
"244.8966","445.2494","0.95040005","0.6451613","217"
"250.37726","451.15143","0.95040005","0.6774193","234"
"262.19156","460.4961","0.96480006","0.7419355","251"
"270.51007","466.46356","1.0032","0.7419355","268"
"276.72366","469.36304","1.0464001","0.7419355","285"
"282.6616","470.0","1.0608001","0.7419355","302"
"288.91254","467.75885","1.0608001","0.6774193","319"
"298.0438","461.84064","1.0224","0.6451613","336"
"312.11288","449.2141","1.0032","0.7096774","353"
"322.2699","440.5108","0.9936001","0.6774193","370"
"346.3764","419.74506","0.97440004","0.6774193","387"
"380.2127","390.52472","0.96480006","0.6774193","404"
"399.96054","374.41467","0.95040005","0.61290324","421"
"425.5994","352.2771","0.9312","0.6451613","438"
"460.57596","321.91382","0.92640007","0.6451613","454"
"489.65582","298.16626","0.92640007","0.6451613","471"
"520.6342","273.74686","0.92160004","0.6451613","488"
"531.31244","266.2899","0.89280003","0.61290324","505"
"548.99756","254.49744","0.87360007","0.61290324","522"
"587.1782","231.60593","0.86880004","0.6451613","539"
"602.0356","223.0812","0.8880001","0.7096774","556"
"616.9787","215.49905","0.89280003","0.7419355","573"
"626.7975","211.1932","0.91200006","0.6774193","590"
"640.04297","206.11456","0.91200006","0.61290324","607"
"647.5932","203.38736","0.9312","0.61290324","624"
"650.25183","202.57144","0.93600005","0.61290324","641"
"651.1694","202.57144","0.9312","0.61290324","657"
"651.9286","204.60568","0.96000004","0.6774193","674"
"649.1773","208.6412","1.008","0.6451613","691"
"638.7264","220.23975","0.99840003","0.6451613","712"
"613.3322","245.62393","1.008","0.6774193","729"
"577.7161","278.95825","1.0128001","0.6774193","746"
"550.4971","304.34546","1.0128001","0.6774193","763"
"525.58936","328.14294","1.0176","0.6774193","773"
"500.3557","355.99225","1.0176","0.6774193","797"
"472.8806","389.71948","0.9936001","0.6774193","814"
"466.2143","398.85718","0.89280003","0.6774193","822"
