"ChallengeX","ChallengeY","Tester Name","Device Name"
"461.0","576.0","lyle","nexus-59"
"516.0","278.0","lyle","nexus-59"
"191.0","503.0","lyle","nexus-59"
"627.0","704.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"472.4643","595.1429","0.2928","0.41935483","0"
"469.7857","583.821","0.71040004","0.48387095","56"
"469.7857","578.51746","0.78720003","0.54838705","71"
"469.7857","571.7127","0.84480006","0.61290324","88"
"470.4176","563.5735","0.88320005","0.6774193","105"
"472.551","555.38135","0.9024","0.6451613","122"
"476.39975","544.88776","0.89760005","0.61290324","139"
"481.5761","528.4392","0.87360007","0.7096774","156"
"484.6748","517.3046","0.864","0.7419355","173"
"488.5589","498.9427","0.864","0.6451613","190"
"492.71924","475.0454","0.8496","0.7096774","206"
"494.7857","455.42566","0.84480006","0.6451613","223"
"496.3047","440.33405","0.85440004","0.61290324","240"
"498.94025","425.7608","0.84000003","0.61290324","257"
"503.23486","402.6742","0.8256","0.61290324","274"
"505.8534","390.8214","0.84000003","0.61290324","291"
"507.10632","382.23468","0.84000003","0.61290324","308"
"508.79346","369.5445","0.83040005","0.61290324","325"
"511.97137","351.83093","0.80640006","0.61290324","342"
"514.60455","341.69452","0.80160004","0.61290324","359"
"517.1627","330.956","0.78720003","0.61290324","376"
"517.77856","325.13605","0.70080006","0.61290324","393"
"518.8928","320.0","0.57600003","0.54838705","407"
"520.6683","314.02966","0.5328","0.516129","426"
"520.6786","314.0","0.60480005","0.516129","426"
"521.5714","310.6563","0.6624","0.516129","443"
"521.5714","306.93744","0.768","0.516129","460"
"521.5714","305.19928","0.79200006","0.516129","477"
"521.5714","303.56067","0.82080007","0.516129","494"
"521.5714","301.82104","0.84000003","0.516129","511"
"521.5714","300.02484","0.87360007","0.516129","528"
"520.3479","300.2857","0.89760005","0.516129","545"
"518.4012","301.61487","0.92640007","0.516129","562"
"514.5383","303.66162","0.9408001","0.54838705","581"
"510.40698","307.575","0.95040005","0.6451613","598"
"507.7276","310.14722","0.95040005","0.6774193","615"
"502.8617","314.3996","0.95040005","0.6774193","632"
"493.86542","321.9068","0.9408001","0.61290324","649"
"481.40625","331.13324","0.97440004","0.6451613","665"
"459.91037","346.1416","0.9936001","0.7419355","682"
"437.9222","362.97382","0.97920007","0.6774193","699"
"415.53528","378.60394","0.984","0.61290324","716"
"394.03027","392.7732","0.96480006","0.6774193","733"
"379.1607","401.85718","0.95040005","0.61290324","746"
"358.80743","415.0351","0.9696","0.6774193","767"
"324.24832","435.41272","0.97920007","0.61290324","784"
"302.51157","448.52698","0.9696","0.6451613","801"
"280.9173","460.6949","0.96000004","0.7096774","818"
"259.01352","473.8181","0.9552","0.6451613","835"
"238.31613","487.27704","0.9552","0.61290324","852"
"225.12244","495.29553","0.97440004","0.61290324","868"
"218.44641","499.14282","0.984","0.61290324","885"
"215.81743","500.61908","0.99840003","0.61290324","902"
"214.42857","502.4325","0.98880005","0.61290324","919"
"215.36589","504.32837","0.984","0.61290324","936"
"218.66737","507.49786","0.97440004","0.61290324","953"
"224.52957","511.77277","0.96480006","0.6774193","970"
"235.33884","519.60376","0.94560003","0.6774193","987"
"250.83032","532.4797","0.92640007","0.61290324","1004"
"271.77057","549.0136","0.9168","0.6774193","1021"
"283.2744","558.21954","0.89760005","0.6451613","1038"
"336.15887","590.8822","0.90720004","0.61290324","1054"
"388.7673","615.0916","0.90720004","0.6774193","1071"
"444.128","636.91736","0.8880001","0.6451613","1088"
"499.77832","654.6112","0.8784","0.61290324","1105"
"544.37134","668.43884","0.8496","0.61290324","1122"
"577.5974","678.49976","0.864","0.61290324","1139"
"600.59143","688.6114","0.8880001","0.6774193","1156"
"611.4524","694.9143","0.89280003","0.7096774","1173"
"630.0535","706.1429","0.8352","0.6451613","1189"
