"ChallengeX","ChallengeY","Tester Name","Device Name"
"634.0","560.0","lyle","nexus-59"
"360.0","281.0","lyle","nexus-59"
"178.0","102.0","lyle","nexus-59"
"649.0","664.0","lyle","nexus-59"
"X","Y","PRESSURE","SIZE","TIME"
"664.4286","539.4286","0.31680003","0.41935483","0"
"653.6342","536.3902","0.9408001","0.6451613","118"
"650.7938","534.1309","0.96480006","0.61290324","135"
"641.2733","527.3025","0.95040005","0.61290324","152"
"623.4974","512.2926","0.9552","0.7096774","169"
"602.2627","492.75372","0.93600005","0.6451613","188"
"584.16455","475.23224","0.9312","0.6451613","205"
"571.5714","463.14288","0.93600005","0.6774193","218"
"555.1755","440.55542","0.93600005","0.61290324","239"
"527.24365","403.59662","0.90720004","0.6451613","256"
"510.08453","382.42682","0.8880001","0.61290324","273"
"484.26892","352.6275","0.88320005","0.6451613","290"
"455.8845","322.08337","0.8784","0.61290324","307"
"437.2819","304.2249","0.86880004","0.61290324","324"
"406.7805","274.94357","0.864","0.61290324","341"
"389.5792","258.9857","0.85920006","0.61290324","358"
"374.45346","245.6239","0.85440004","0.61290324","374"
"343.44656","217.38406","0.864","0.61290324","391"
"320.4397","195.48499","0.84000003","0.61290324","408"
"303.779","180.34787","0.83040005","0.6451613","425"
"287.30054","165.80313","0.8256","0.61290324","442"
"273.5293","153.87955","0.8112","0.61290324","459"
"261.02814","143.91318","0.83040005","0.61290324","476"
"249.69641","136.14282","0.8256","0.6451613","492"
"243.48276","130.9422","0.81600004","0.6451613","510"
"232.23904","123.39871","0.83040005","0.7096774","527"
"225.65073","118.896484","0.8496","0.7419355","543"
"220.88344","117.208435","0.8784","0.7419355","560"
"217.11243","115.573975","0.9024","0.7419355","577"
"213.50517","115.14285","0.93600005","0.7419355","594"
"211.1956","115.67508","0.94560003","0.7419355","611"
"210.85715","118.17374","0.94560003","0.6774193","628"
"212.19643","122.42856","0.92640007","0.61290324","644"
"216.7484","129.96875","0.91200006","0.6451613","662"
"244.54584","170.31183","0.8880001","0.61290324","679"
"278.0777","215.23117","0.89760005","0.6451613","695"
"306.55594","250.98138","0.92640007","0.61290324","712"
"335.87424","289.27155","0.91200006","0.61290324","729"
"364.29443","326.206","0.9312","0.61290324","746"
"390.72488","360.99945","0.93600005","0.61290324","763"
"423.2431","402.8181","0.96000004","0.61290324","780"
"440.1307","423.48547","0.9552","0.61290324","797"
"470.96808","462.94202","0.9696","0.6451613","814"
"502.8648","506.18195","0.9696","0.6451613","831"
"529.1917","542.5525","0.97440004","0.6451613","848"
"544.0229","564.84924","0.94560003","0.61290324","864"
"558.6736","585.04626","0.9168","0.61290324","881"
"570.0759","600.3448","0.91200006","0.6451613","898"
"578.61285","612.56824","0.89760005","0.7096774","915"
"583.0458","618.12634","0.89280003","0.7419355","932"
"595.77814","630.12274","0.74880004","0.6774193","949"
