"ChallengeX","ChallengeY","Tester Name","Device Name"
"335.0","688.0","lyle","nexus-80"
"647.0","813.0","lyle","nexus-80"
"604.0","604.0","lyle","nexus-80"
"634.0","306.0","lyle","nexus-80"
"X","Y","PRESSURE","SIZE","TIME"
"350.14285","645.1429","0.2736","0.41935483","0"
"339.82846","654.66077","0.72480005","0.48387095","61"
"338.25922","657.67377","0.78720003","0.48387095","76"
"336.37186","661.2974","0.82080007","0.48387095","93"
"335.85715","665.04364","0.83040005","0.48387095","109"
"335.85715","668.5248","0.83040005","0.48387095","126"
"338.033","672.0888","0.8352","0.516129","143"
"342.5536","676.4286","0.8352","0.58064514","159"
"351.45523","682.51636","0.8352","0.58064514","176"
"390.93246","704.2665","0.864","0.58064514","193"
"433.93463","725.8318","0.85920006","0.61290324","209"
"457.5964","740.4755","0.864","0.6451613","226"
"481.0301","754.4334","0.86880004","0.61290324","243"
"504.01788","767.3278","0.8784","0.61290324","259"
"528.40906","779.6324","0.88320005","0.6451613","276"
"544.0648","787.5111","0.87360007","0.6774193","293"
"567.4812","798.751","0.864","0.7419355","309"
"606.28644","815.48413","0.85440004","0.6451613","326"
"623.1192","823.0858","0.85920006","0.61290324","343"
"638.7811","828.3938","0.88320005","0.61290324","359"
"651.4128","832.4877","0.87360007","0.61290324","376"
"661.92145","835.11865","0.86880004","0.61290324","393"
"672.5332","837.156","0.87360007","0.61290324","409"
"676.3086","838.06555","0.87360007","0.61290324","426"
"683.7375","838.0","0.87360007","0.61290324","442"
"688.4187","838.0","0.88320005","0.61290324","459"
"691.60583","838.0","0.8784","0.61290324","476"
"693.7102","836.46106","0.87360007","0.6451613","492"
"693.8928","833.2754","0.8784","0.7419355","509"
"693.3319","827.27454","0.8880001","0.6774193","526"
"691.66064","820.8572","0.89280003","0.61290324","539"
"689.20306","813.3506","0.8784","0.6451613","559"
"678.56067","788.2746","0.8784","0.6451613","578"
"668.66656","767.2365","0.88320005","0.61290324","595"
"657.7322","744.14294","0.88320005","0.6774193","611"
"650.2313","726.19806","0.88320005","0.61290324","628"
"640.4511","707.9425","0.88320005","0.61290324","645"
"631.2471","690.2915","0.85920006","0.6774193","661"
"626.215","678.8305","0.85440004","0.6451613","678"
"619.1598","662.7982","0.85440004","0.61290324","695"
"613.11597","648.0684","0.8496","0.61290324","711"
"607.57654","633.88745","0.84480006","0.6774193","728"
"603.0879","621.18115","0.85440004","0.6774193","745"
"599.28094","610.0742","0.864","0.61290324","761"
"597.4347","602.1435","0.87360007","0.61290324","778"
"595.4862","595.7315","0.8784","0.61290324","795"
"595.6786","590.1448","0.87360007","0.61290324","811"
"595.6786","587.7905","0.8784","0.61290324","828"
"596.1727","583.3369","0.88320005","0.6451613","844"
"598.0328","579.22","0.8880001","0.7096774","861"
"599.80615","573.57855","0.8880001","0.7741935","878"
"601.65125","566.49347","0.8880001","0.83870965","894"
"606.8667","556.0814","0.9024","0.7741935","911"
"612.3824","542.95245","0.90720004","0.7096774","928"
"620.25525","520.362","0.8880001","0.7419355","944"
"623.8036","505.0","0.8880001","0.7096774","958"
"629.8776","477.5589","0.86880004","0.7096774","978"
"638.0209","436.23785","0.84480006","0.6451613","994"
"644.16797","404.71167","0.8352","0.6451613","1011"
"647.8709","381.83856","0.83040005","0.61290324","1028"
"652.1822","353.51953","0.82080007","0.61290324","1044"
"654.48254","331.0298","0.81600004","0.61290324","1061"
"655.5","313.0094","0.7968","0.6774193","1078"
"655.5","301.6764","0.78720003","0.7419355","1094"
"655.5","298.45868","0.7584","0.7741935","1111"
